Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric
2-chloroaniline,-31.241,Inf,6759.1,Inf,3.3152,Inf,134.26,Inf,30.689,Inf,27.564,Inf,-44968.0,Inf,-66.535,Inf,-46188.0,Inf,-69.705,Inf,90.0,195.0,1.0,2.4227e-25,Inf,3
1-methylnaphthalene,-29.18,39.637,7084.3,2427.0,2.9786,5.6062,159.54,0.29501,32.304,0.43485,24.766,46.613,-48186.0,651.96,-67.523,1.501,-49908.0,3306.3,-71.862,8.3034,90.0,195.0,0.99993,0.00015756,0.00015756,4
propiophenone,-18.72,Inf,6366.7,Inf,1.4133,Inf,137.97,Inf,29.214,Inf,11.751,Inf,-48104.0,Inf,-73.166,Inf,-48668.0,Inf,-74.624,Inf,90.0,195.0,1.0,7.3513e-27,Inf,3
2-naphthol,-72.382,9.998,10553.0,659.12,8.964,1.3983,195.19,0.22297,34.515,0.40314,74.531,11.626,-52838.0,619.21,-68.978,1.3189,-60678.0,1371.5,-87.937,3.239,90.0,195.0,1.0,9.8021e-6,9.8021e-6,4
2-methylanthracene,-76.239,28.042,11713.0,2065.9,9.4281,3.8647,245.88,2.9435,39.5,2.7973,78.39,32.133,-56704.0,4066.9,-65.409,7.7618,-68924.0,6479.0,-93.405,13.881,90.0,195.0,0.99998,7.4876e-5,7.4876e-5,4
"2,3,5-trichlorophenol",-67.856,7.5657,9392.9,468.77,8.4999,1.0681,165.33,0.054782,33.933,0.12188,70.672,8.8805,-47109.0,169.61,-63.596,0.38612,-52433.0,690.18,-76.917,1.7179,90.0,195.0,1.0,5.719e-6,5.719e-6,4
1-decanol,-6.0602,Inf,5974.3,Inf,-0.48855,Inf,145.15,Inf,28.32,Inf,-4.062,Inf,-51372.0,Inf,-78.968,Inf,-51148.0,Inf,-78.394,Inf,90.0,195.0,1.0,5.043100000000001e-25,Inf,3
4-methoxy-1-naphthaldehyde,-73.948,5.3313,11672.0,385.26,9.0387,0.73647,237.46,0.44435,36.945,0.42997,75.152,6.1234,-58675.0,690.46,-71.071,1.3411,-69757.0,1140.2,-96.681,2.484,90.0,195.0,1.0,2.7191e-6,2.7191e-6,4
3-phenoxyphenol,-146.8,2.1786,16003.0,152.81,19.304,0.30218,223.08,0.13575,38.335,0.17189,160.5,2.5124,-53408.0,241.25,-63.786,0.48349,-74768.0,414.42,-113.9,0.92391,90.0,195.0,1.0,4.5776e-7,4.5776e-7,4
methyl 2-naphthoate,-96.481,27.998,12329.0,1916.0,12.346,3.8955,212.48,1.2626,37.238,1.7625,102.65,32.389,-52657.0,2507.3,-64.588,5.1399,-65229.0,4702.2,-94.422,10.735,90.0,195.0,0.99998,7.6075e-5,7.6075e-5,4
"biphenyl-2,5-diol",-144.48,Inf,16069.0,Inf,18.993,Inf,243.51,Inf,42.669,Inf,157.91,Inf,-52016.0,Inf,-56.835,Inf,-76258.0,Inf,-112.51,Inf,90.0,195.0,1.0,2.6671e-25,Inf,3
2-methoxy-1-naphthaldehyde,-146.36,2.1898,16003.0,160.21,19.304,0.30218,240.93,0.23023,43.473,0.27125,160.5,2.5124,-50544.0,318.6,-54.477,0.61504,-74768.0,500.0,-110.26,1.0734,90.0,195.0,1.0,4.5776e-7,4.5776e-7,4
1-naphthalen-1-yl acetate,-100.68,4.9839,12493.0,334.14,12.929,0.6954,202.99,0.15727,35.777,0.25125,107.5,5.7819,-52685.0,371.63,-66.81,0.77793,-64832.0,752.55,-95.931,1.7499,90.0,195.0,1.0,2.4243e-6,2.4243e-6,4
methyl 1-naphthoate,-61.616,42.928,10184.0,2914.7,7.4081,5.9789,209.09,1.6439,35.173,2.2498,61.595,49.712,-54972.0,3536.2,-70.152,7.3018,-62307.0,6902.0,-87.621,15.884,90.0,195.0,0.99994,0.00017921,0.00017921,4
4-phenoxyphenol,-111.84,12.84,13858.0,898.5,14.366,1.7813,222.51,0.75001,36.464,0.88658,119.45,14.81,-56018.0,1372.5,-69.176,2.7532,-71846.0,2402.8,-106.33,5.3757,90.0,195.0,1.0,1.5906e-5,1.5906e-5,4
1-(2-hydroxynaphthalen-1-yl)ethanone,-131.14,13.071,14473.0,920.2,17.284,1.8121,224.73,0.93533,42.243,1.2751,143.71,15.066,-48790.0,1484.1,-54.153,2.9637,-68152.0,2527.9,-99.499,5.6175,90.0,195.0,0.99999,1.6461e-5,1.6461e-5,4
naphthalen-2-yl acetate,-96.688,27.935,12329.0,1880.7,12.346,3.8955,204.94,0.94001,35.568,1.4329,102.65,32.389,-53431.0,2162.8,-67.918,4.5079,-65229.0,4311.1,-96.145,9.9885,90.0,195.0,0.99998,7.6075e-5,7.6075e-5,4
1-(1-hydroxynaphthalen-2-yl)ethanone,-25.312,41.272,8121.0,2863.7,2.2744,5.7309,219.49,2.1178,34.668,2.352,18.91,47.649,-58206.0,3980.4,-74.308,8.0318,-60654.0,7345.5,-80.075,16.606,90.0,195.0,0.99995,0.00016465,0.00016465,4
2-phenoxyphenol,-73.763,55.768,10676.0,3695.9,9.1577,7.7938,197.67,1.3937,34.831,2.3999,76.142,64.801,-52915.0,3659.4,-68.548,7.7509,-61114.0,7883.4,-88.319,18.531,90.0,195.0,0.9999,0.00030451,0.00030451,4
