Compound\T [°C] ->;120;140;160;180
2-chloroaniline;1.1;0.74;0.41;0.13
1-methylnaphthalene;0.92;0.59;0.3;0.06
propiophenone;0.68;0.36;0.07;-0.15
2-naphthol;;2.46;1.99;1.58
2-methylanthracene;2.57;2.11;1.71;1.35
2,3,5-trichlorophenol;2.23;1.73;1.31;0.93
1-decanol;0.75;0.4;0.1;-0.16
4-methoxy-1-naphthaldehyde;;2.31;1.88;1.51
methyl 2-naphthoate;2.06;1.63;1.25;0.92
2-methoxy-1-naphthaldehyde;;2.29;1.85;1.47
1-naphthalen-1-yl acetate;2.02;1.59;1.2;0.87
methyl 1-naphthoate;2.02;1.6;1.23;0.89
1-(2-hydroxynaphthalen-1-yl)ethanone;2.49;2.03;1.62;1.26
naphthalen-2-yl acetate;2.06;1.62;1.24;0.9
1-(1-hydroxynaphthalen-2-yl)ethanone;2.24;1.81;1.43;1.09
2-phenoxyphenol;2.35;1.86;1.43;1.06
