Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric
4-Chloranilin,-129.07,5.8497,14507.0,405.49,16.913,0.81257,217.98,0.32328,38.904,0.44217,140.62,6.7561,-51551.0,589.82,-61.121,1.195,-69549.0,1050.6,-103.58,2.3684,90.0,195.0,1.0,3.3101e-6,3.3101e-6,4
Chinolin,-78.132,6.6153,10375.0,436.73,9.9638,0.92503,195.81,0.16935,38.57,0.33915,82.844,7.6911,-47409.0,418.29,-57.252,0.8897,-56175.0,915.65,-78.436,2.1593,90.0,195.0,1.0,4.2897e-6,4.2897e-6,4
2-Methylnaphthalen,-120.91,18.318,12659.0,1182.6,16.085,2.5698,185.13,0.29015,39.719,0.80281,133.73,21.367,-43965.0,890.38,-52.092,1.94,-56688.0,2220.4,-83.208,5.3382,90.0,195.0,0.99998,3.3107e-5,3.3107e-5,4
"1,2,4,5-Tetrachlorbenzol",-126.47,47.854,12901.0,3037.2,16.872,6.7306,176.97,0.48124,38.178,1.5371,140.28,55.961,-44124.0,1779.0,-54.185,3.948,-56325.0,5183.7,-84.304,12.649,90.0,195.0,0.99989,0.0002271,0.0002271,4
Valerophenone,-115.71,11.806,12744.0,766.8,15.22,1.6548,188.01,0.20263,37.148,0.48313,126.54,13.759,-47601.0,620.49,-59.377,1.3432,-60004.0,1485.4,-89.613,3.5524,90.0,195.0,0.99999,1.3728e-5,1.3728e-5,4
Cinnamaldehyde,-137.89,2.6511,14299.0,180.17,18.371,0.36924,208.9,0.12246,42.694,0.21567,152.75,3.0701,-45254.0,229.76,-50.035,0.47483,-63415.0,432.72,-93.298,0.99242,90.0,195.0,1.0,6.835e-7,6.835e-7,4
Butyl benzoate,-131.08,26.562,13568.0,1706.7,17.41,3.7291,182.86,0.34749,36.944,0.94955,144.76,31.005,-46801.0,1205.0,-58.788,2.639,-60243.0,3122.8,-91.75,7.5392,90.0,195.0,0.99997,6.9714e-5,6.9714e-5,4
Diphenylether,-110.1,0.58234,12633.0,38.917,14.402,0.081291,201.41,0.018809,38.838,0.034001,119.75,0.67589,-48212.0,42.379,-57.751,0.089029,-61553.0,86.536,-89.792,0.20173,90.0,195.0,1.0,3.3128e-8,3.3128e-8,4
Acenaphthylene,-93.642,1.4396,11842.0,101.43,12.101,0.19953,225.58,0.10666,42.831,0.14194,100.61,1.659,-48285.0,161.34,-52.973,0.32151,-61925.0,277.82,-84.891,0.61785,90.0,195.0,1.0,1.9959e-7,1.9959e-7,4
1-Bromonaphthalene,-91.989,2.7206,11688.0,191.57,11.883,0.37713,225.32,0.20155,43.1,0.27063,98.802,3.1356,-47933.0,303.46,-52.319,0.60505,-61303.0,523.51,-83.612,1.1649,90.0,195.0,1.0,7.1299e-7,7.1299e-7,4
Dibenzofuran,-95.604,3.4287,12185.0,245.04,12.33,0.47438,231.89,0.29407,42.815,0.36168,102.52,3.9442,-49532.0,422.38,-54.234,0.83046,-64079.0,704.27,-88.047,1.5467,90.0,195.0,1.0,1.1281e-6,1.1281e-6,4
1-Naphthol,-108.58,Inf,15375.0,Inf,13.635,Inf,282.31,Inf,39.55,Inf,113.37,Inf,-64863.0,Inf,-72.93,Inf,-86665.0,Inf,-121.11,Inf,90.0,195.0,1.0,3.3378e-23,Inf,3
"1,3-Dinitrobenzol",-94.57,4.4965,12831.0,335.12,12.033,0.61892,250.31,0.54272,41.949,0.5351,100.05,5.1459,-54310.0,701.85,-59.909,1.3278,-70348.0,1090.1,-96.491,2.3101,90.0,195.0,1.0,1.9203e-6,1.9203e-6,4
Fluorene,-94.029,3.0671,12219.0,223.41,12.097,0.42335,240.26,0.32116,43.869,0.3681,100.58,3.5199,-49958.0,423.82,-53.464,0.81875,-65071.0,681.49,-88.291,1.4722,90.0,195.0,1.0,8.985e-7,8.985e-7,4
Diphenylamine,-136.64,3.196,16256.0,243.87,17.742,0.43884,258.92,0.4407,41.534,0.41262,147.51,3.6487,-56673.0,570.79,-62.671,1.0618,-81591.0,849.79,-119.02,1.7625,90.0,195.0,1.0,9.6545e-7,9.6545e-7,4
1-Nitronaphthalene,-96.081,0.28131,12954.0,21.578,12.281,0.038594,262.3,0.044248,44.952,0.042307,102.11,0.32088,-53030.0,50.673,-55.196,0.093569,-70623.0,75.658,-94.844,0.15649,90.0,195.0,1.0,7.467e-9,7.467e-9,4
Benzophenone,-102.69,1.1937,13334.0,89.318,13.182,0.16424,251.7,0.15105,42.937,0.15187,109.6,1.3656,-53342.0,191.16,-57.792,0.36068,-71065.0,294.26,-98.157,0.62118,90.0,195.0,1.0,1.3523e-7,1.3523e-7,4
2-phenylethenylbenzene,-108.16,2.2009,13861.0,164.97,13.897,0.30276,252.34,0.27615,42.107,0.27146,115.55,2.5173,-54527.0,356.17,-59.921,0.67118,-73285.0,546.39,-102.62,1.1515,90.0,195.0,1.0,4.5953e-7,4.5953e-7,4
Hexachlorbenzol,-94.682,0.37608,11985.0,26.97,12.251,0.052011,233.37,0.034545,44.39,0.043375,101.86,0.43244,-48054.0,47.411,-51.03,0.092929,-62658.0,78.422,-84.923,0.17169,90.0,195.0,1.0,1.3561e-8,1.3561e-8,4
Phenanthrene,-95.032,2.5969,13117.0,206.61,12.119,0.35483,277.36,0.52875,47.016,0.47137,100.76,2.9502,-53594.0,547.09,-53.512,0.9805,-72472.0,786.55,-95.43,1.5797,90.0,195.0,1.0,6.3119e-7,6.3119e-7,4
Dibutyl Phthalate,-141.56,4.6384,16909.0,360.55,18.359,0.6356,266.33,0.71611,41.547,0.63365,152.64,5.2847,-58243.0,901.65,-64.12,1.6528,-85158.0,1314.2,-124.53,2.6843,90.0,195.0,1.0,2.0253e-6,2.0253e-6,4
Fluoranthene,-83.166,Inf,13332.0,Inf,10.306,Inf,312.76,Inf,47.066,Inf,85.692,Inf,-60644.0,Inf,-59.662,Inf,-79733.0,Inf,-100.65,Inf,90.0,195.0,1.0,2.7299999999999997e-22,Inf,3
Pyrene,-82.876,Inf,13386.0,Inf,10.278,Inf,322.45,Inf,48.838,Inf,85.459,Inf,-60394.0,Inf,-57.558,Inf,-80260.0,Inf,-99.84,Inf,90.0,195.0,1.0,1.1754e-28,Inf,3
4-Methyl-2-Nitrophenol,-137.73,5.781,13891.0,381.03,18.431,0.8086,194.84,0.153,41.592,0.34874,153.24,6.7231,-43781.0,368.21,-49.71,0.78501,-59846.0,796.4,-88.575,1.8786,90.0,195.0,1.0,3.2778e-6,3.2778e-6,4
2-Nitrotoluol,-117.1,28.784,12361.0,1818.9,15.526,4.0511,174.89,0.25833,37.144,0.8151,129.09,33.683,-44933.0,987.38,-56.447,2.2015,-55892.0,3025.7,-83.565,7.411,90.0,195.0,0.99996,8.2274e-5,8.2274e-5,4
Butyrophenone,-111.51,7.3585,12191.0,465.18,14.674,1.0356,175.08,0.064085,35.789,0.19437,122.01,8.6104,-46675.0,253.84,-60.29,0.56573,-57054.0,775.44,-85.97,1.8988,90.0,195.0,1.0,5.3764e-6,5.3764e-6,4
Indole,-107.69,3.5629,13826.0,262.23,13.802,0.49117,244.66,0.37154,40.141,0.3734,114.76,4.0838,-55537.0,522.72,-63.412,1.0006,-73285.0,825.09,-104.13,1.7664,90.0,195.0,1.0,1.2094e-6,1.2094e-6,4
Biphenyl,-104.22,13.006,12176.0,865.51,13.596,1.8167,199.45,0.38941,38.841,0.73188,113.04,15.105,-47812.0,904.36,-57.325,1.9081,-60184.0,1886.8,-87.105,4.4157,90.0,195.0,0.99999,1.6546e-5,1.6546e-5,4
"2,4-Dinitrotoluol",-104.1,4.4857,13555.0,337.84,13.349,0.61672,254.44,0.59196,42.746,0.57814,110.99,5.1277,-54143.0,742.3,-58.78,1.3927,-72395.0,1132.4,-100.24,2.3774,90.0,195.0,1.0,1.9067e-6,1.9067e-6,4
Benzyl benzoate,-114.12,4.6562,14605.0,358.43,14.664,0.63861,263.29,0.70625,42.703,0.64395,121.93,5.3097,-56029.0,857.69,-60.605,1.581,-77158.0,1270.8,-108.17,2.6193,90.0,195.0,1.0,2.0445e-6,2.0445e-6,4
Benzo[h]quinoline,-97.167,6.5343,13438.0,529.46,12.389,0.89111,284.64,1.4794,47.661,1.2743,103.01,7.4091,-54276.0,1479.4,-53.464,2.6144,-74325.0,2092.7,-97.671,4.1426,90.0,195.0,1.0,3.9808e-6,3.9808e-6,4
Anthracene,-94.88,5.435,13088.0,433.5,12.106,0.74243,278.35,1.1312,47.441,1.011,100.66,6.1729,-53306.0,1156.9,-52.814,2.0694,-72265.0,1659.2,-94.872,3.3256,90.0,195.0,1.0,2.7633e-6,2.7633e-6,4
Acridine,-103.22,5.0823,13915.0,415.94,13.223,0.69244,288.14,1.222,48.517,1.0559,109.94,5.7573,-53990.0,1198.3,-52.347,2.1039,-75774.0,1678.9,-100.22,3.2967,90.0,195.0,1.0,2.4037e-6,2.4037e-6,4
Diphenylsulfoxide,-201.64,Inf,20376.0,Inf,27.093,Inf,365.16,Inf,132.18,Inf,225.26,Inf,-25630.0,Inf,3.6898,Inf,-87613.0,Inf,-123.36,Inf,90.0,195.0,1.0,3.6661000000000005e-25,Inf,3
1-Methylanthracene,-99.984,5.8046,13764.0,477.77,12.762,0.79034,290.68,1.4347,48.402,1.211,106.11,6.5713,-54610.0,1394.4,-53.013,2.4359,-75905.0,1947.1,-99.696,3.8075,90.0,195.0,1.0,3.1315e-6,3.1315e-6,4
"2,4,6-Trichlorophenol",-259.04,88.342,23191.0,6862.0,35.159,12.132,256.62,17.369,61.478,29.96,292.33,100.87,-37957.0,18664.0,-27.805,34.995,-86664.0,26113.0,-138.2,53.033,90.0,195.0,0.99983,0.00073789,0.00073789,4
Diethyl phthalate,-121.55,4.1871,14674.0,302.11,15.723,0.57865,235.83,0.35458,38.831,0.38205,130.73,4.8112,-55468.0,551.18,-65.138,1.0749,-74532.0,897.41,-109.27,1.9533,90.0,195.0,1.0,1.6786e-6,1.6786e-6,4
Dibenzothiophene,-77.075,6.6979,11952.0,520.67,9.5782,0.9173,268.91,1.123,43.464,0.96138,79.638,7.6269,-56207.0,1264.9,-59.85,2.3036,-70454.0,1873.9,-91.749,3.8389,90.0,195.0,1.0,4.2183e-6,4.2183e-6,4
Anthrachinon,-89.36,Inf,13645.0,Inf,11.19,Inf,311.24,Inf,48.057,Inf,93.035,Inf,-59084.0,Inf,-57.263,Inf,-79667.0,Inf,-101.52,Inf,90.0,195.0,1.0,1.9681e-22,Inf,3
Anthrone,-92.054,Inf,13829.0,Inf,11.568,Inf,312.82,Inf,48.702,Inf,96.183,Inf,-58619.0,Inf,-56.195,Inf,-80051.0,Inf,-102.21,Inf,90.0,195.0,1.0,3.4025999999999997e-22,Inf,3
"2,3-Dimethylphenol",-101.04,16.237,13104.0,1104.4,12.812,2.2611,209.7,0.60766,33.701,0.80275,106.52,18.8,-57521.0,1377.8,-75.285,2.8415,-70272.0,2643.0,-105.63,6.0678,90.0,195.0,0.99999,2.5629e-5,2.5629e-5,4
Coumarin,-115.46,2.4057,13792.0,182.49,15.097,0.33055,256.53,0.37209,48.408,0.41413,125.52,2.7483,-48190.0,417.79,-47.136,0.78094,-69093.0,626.53,-94.515,1.3058,90.0,195.0,1.0,5.4776e-7,5.4776e-7,4
