Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric
3-Chlorophenol,-100.11,12.475,13684.0,908.39,12.615,1.7218,240.38,1.0926,36.601,1.033,104.89,14.316,-59907.0,1709.9,-72.815,3.3018,-75681.0,2762.3,-109.16,5.9724,90.0,195.0,1.0,1.4863e-5,1.4863e-5,4
Phenol,-83.305,11.459,11574.0,755.16,10.385,1.6027,195.02,0.24002,32.658,0.41331,86.348,13.325,-55802.0,708.54,-75.35,1.5097,-64870.0,1569.4,-97.284,3.7072,90.0,195.0,1.0,1.2876e-5,1.2876e-5,4
4-Fluoroaniline,-77.411,22.073,10630.0,1397.6,9.6624,3.1057,175.86,0.17758,32.044,0.47627,80.338,25.822,-52312.0,778.62,-72.663,1.7322,-59210.0,2350.2,-89.713,5.7479,90.0,195.0,0.99998,4.8355e-5,4.8355e-5,4
Aniline,-58.328,20.017,9221.9,1244.5,7.0065,2.8244,167.01,0.13349,31.564,0.3007,58.255,23.483,-51034.0,487.18,-72.102,1.1051,-55520.0,1873.0,-83.306,4.6496,90.0,195.0,0.99998,3.9991e-5,3.9991e-5,4
Dibenzylamine,-117.69,0.076146,14460.0,5.7082,15.235,0.010476,252.04,0.0096397,42.708,0.0097363,126.67,0.087099,-53696.0,12.399,-58.401,0.023384,-74222.0,18.953,-105.13,0.039919,90.0,195.0,1.0,5.5014e-10,5.5014e-10,4
Benzonitril,-103.96,Inf,11121.0,Inf,13.723,Inf,151.34,Inf,34.024,Inf,114.1,Inf,-44033.0,Inf,-59.889,Inf,-51032.0,Inf,-77.697,Inf,90.0,195.0,1.0,1.1277e-22,Inf,3
N-Methylaniline,-99.431,3.7458,11457.0,231.32,12.908,0.52909,163.69,0.026677,32.803,0.052146,107.33,4.3991,-48370.0,77.12,-66.885,0.17615,-56280.0,333.3,-86.714,0.83173,90.0,195.0,1.0,1.4034e-6,1.4034e-6,4
Acetophenone,-79.757,Inf,9880.1,Inf,10.235,Inf,157.13,Inf,33.808,Inf,85.096,Inf,-45532.0,Inf,-61.977,Inf,-51245.0,Inf,-76.412,Inf,90.0,195.0,1.0,3.9797e-28,Inf,3
4-Methylphenol,-92.081,3.3035,12355.0,221.33,11.58,0.46096,202.75,0.095572,33.089,0.14082,96.28,3.8326,-56909.0,243.28,-75.741,0.5095,-67765.0,496.41,-101.77,1.1553,90.0,195.0,1.0,1.0652e-6,1.0652e-6,4
Benzyl alcohol,-112.22,19.076,12772.0,1223.8,14.613,2.6786,182.17,0.22063,33.883,0.55857,121.5,22.271,-50872.0,840.09,-67.887,1.8427,-62070.0,2218.7,-95.367,5.3646,90.0,195.0,0.99999,3.597e-5,3.597e-5,4
"2,4-Dimethylphenol",-105.92,5.3433,13268.0,357.39,13.51,0.74578,201.9,0.14914,32.947,0.22399,112.33,6.2008,-56951.0,388.82,-76.041,0.81589,-69520.0,796.31,-106.21,1.8557,90.0,195.0,1.0,2.7883e-6,2.7883e-6,4
"1,2,4-Trichlorbenzol",38.709,Inf,3059.6,Inf,-6.702,Inf,154.12,Inf,30.821,Inf,-55.723,Inf,-49248.0,Inf,-71.419,Inf,-45675.0,Inf,-62.359,Inf,90.0,195.0,1.0,4.6308e-22,Inf,3
2-Nitrophenol,-132.15,16.804,13287.0,1082.8,17.692,2.3581,184.23,0.25752,40.274,0.74307,147.1,19.606,-43189.0,798.32,-50.583,1.743,-57051.0,2013.9,-84.521,4.8491,90.0,195.0,0.99999,2.7876e-5,2.7876e-5,4
Naphthalene,-123.35,35.329,12547.0,2210.7,16.461,4.9799,170.13,0.2832,37.43,0.85298,136.87,41.405,-43649.0,996.26,-54.625,2.2448,-54615.0,3464.9,-81.914,8.5562,90.0,195.0,0.99994,0.00012432,0.00012432,4
"1,3-Dibromobenzene",-158.8,56.507,14587.0,3495.8,21.499,7.9793,164.56,0.44955,37.011,1.0432,178.75,66.344,-43041.0,1216.4,-54.49,2.7734,-56370.0,5096.3,-87.872,12.699,90.0,195.0,0.99983,0.00031919,0.00031919,4
4-Chlorphenol,-108.04,1.3093,14175.0,95.416,13.733,0.1807,240.55,0.11649,37.06,0.11208,114.18,1.5025,-59204.0,181.06,-71.408,0.34955,-76394.0,291.27,-111.01,0.62908,90.0,195.0,1.0,1.637e-7,1.637e-7,4
