Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
Naphthalene,143.8,-2224.6,-22.157,-233.16,-1.1945,-184.22,-48404.0,-74.576,90.0,625.0,-0.20387,PAH
Acenaphthylene,108.55,-174.42,-16.864,-271.24,-0.025748,-140.22,-49470.0,-64.274,90.0,625.0,-0.024272,PAH
Acenaphthene,106.65,-11.197,-16.585,-273.07,-0.00062516,-137.89,-49982.0,-64.025,90.0,625.0,-0.0016042,PAH
Fluorene,102.52,324.52,-15.954,159.34,25.891,-132.65,-50869.0,-62.18,90.0,625.0,0.049298,PAH
Fluoranthene,71.833,2535.4,-11.417,212.32,29.175,-94.93,-55554.0,-57.268,90.0,625.0,0.72273,PAH
Pyrene,72.706,2452.1,-11.5,217.87,29.769,-95.62,-55113.0,-54.77,90.0,625.0,0.67037,PAH
Benzo[a]pyrene,128.37,-845.01,-19.064,-262.03,-0.1952,-158.51,-50536.0,-25.579,90.0,625.0,-0.073962,PAH
