Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x
decane,281.3058,-8755.5992,-42.6836,-141.82545552575309,-5.474625118135,-354.8911966082056,40857.89455319392,387.0725233488027,90.0,625.0,-0.3275776247837525
1-octanol,233.3362,-6305.8873,-35.5893,-172.94835295471177,-3.6646617813342792,-295.9059044562411,25798.532829075564,312.6389575256696,90.0,625.0,-0.3017144601922445
undecane,234.6506,-6436.7803,-35.7106,-170.95055185726935,-3.7474219875680315,-296.91444877182306,26796.06879615112,318.02068541117586,90.0,625.0,-0.30231580727625706
"2,6- dimethylaniline",165.9069,-3198.6904,-25.4716,-216.82448566825482,-1.798516199878153,-211.78266602455204,7534.951815635948,214.6623635335316,90.0,625.0,-0.23985226562079112
methyl decanoate,188.9939,-3977.4551,-28.8409,-210.02141007633347,-1.847772050837561,-239.79658492389578,11488.709101182338,252.54713993237675,90.0,625.0,-0.2458181974252099
methyl laurate,173.5277,-3033.03,-26.4505,-227.01554181715437,-1.1741208818208504,-219.92169348146228,5425.062141405718,233.26211833935537,90.0,625.0,-0.20699956998981658
