Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
decane,281.31,-8755.6,-42.684,-141.83,-5.4746,-354.89,26192.0,252.97,-56081.0,-108.0,90.0,625.0,-0.32758,alkane
1-octanol,233.34,-6305.9,-35.589,-172.95,-3.6647,-295.91,22780.0,280.87,-55028.0,-100.15,90.0,625.0,-0.30171,alcohol
undecane,234.65,-6436.8,-35.711,-170.95,-3.7474,-296.91,23174.0,280.28,-54306.0,-96.177,90.0,625.0,-0.30232,alkane
"2,6- dimethylaniline",165.91,-3198.7,-25.472,-216.82,-1.7985,-211.78,14667.0,313.92,-50313.0,-80.776,90.0,625.0,-0.23985,
methyl decanoate,188.99,-3977.5,-28.841,-210.02,-1.8478,-239.8,17932.0,337.59,-54012.0,-81.971,90.0,625.0,-0.24582,FAME
methyl laurate,173.53,-3033.0,-26.45,-227.02,-1.1741,-219.92,15072.0,380.22,-54647.0,-73.53,90.0,625.0,-0.207,FAME
