Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Octanone,-44.36,7132.4,5.2136,115.61,29.601,43.348,-43560.0,-69.952,90.0,160.0,-0.10426,ketone
n-Decane,-43.0,7127.1,4.9951,116.88,29.373,41.532,-44176.0,-71.17,90.0,160.0,-0.0943,alkane
1-Octanol,-64.672,8612.4,8.0621,129.48,30.209,67.032,-47265.0,-75.538,90.0,160.0,-0.18685,alcohol
"2,4-Dimethylphenol",-83.1,9865.2,10.696,144.27,32.263,88.932,-49728.0,-77.76,90.0,160.0,-0.24249,aromatic
"2,6-Dimethylaniline",-59.576,8403.0,7.4122,151.18,34.245,61.628,-47486.0,-70.421,90.0,160.0,-0.18471,amine
