Name,OutlierTest
alpha-Pinene,true
beta-Pinene,true
Benzaldehyde,true
Salicylaldehyde,true
Menthol,true
Methyl 2-Octynoate,true
Methylsalicylate,true
Isobornyl acetate,true
Carvone,true
beta-Caryophyllene,true
d-Damascone,true
E-beta-Damascone,true
Majantol,true
Amyl salicylate,true
3-Propylidenephthalide,true
Isoeugenyl acetate,true
alpha-Acetylcedrene A,true
alpha-Acetylcedrene B,true
alpha-Acetylcedrene C,true
1-Hexadecanol,true
