Name,OutlierTest
1-Methylnaphthalene,true
2-Naphthol,true
2-Methylanthracene,true
"2,3,5-Trichlorophenol",true
1-Decanol,true
4-Methoxy-1-Naphthaldehyde,true
3-Phenoxyphenol,true
Methyl 2-Naphthoate,true
"Biphenyl-2,5-diol",true
2-Methoxy-1-Naphthaldehyde,true
1-Naphthalen-1-yl Acetate,true
Methyl 1-Naphthoate,true
4-Phenoxyphenol,true
Naphthalen-2-yl Acetate,true
1-(1-hydroxynaphthalen-2-yl)ethanone,true
2-Phenoxyphenol,true
