Name,OutlierTest
2-chloroaniline,true
1-methylnaphthalene,true
propiophenone,true
2-naphthol,true
2-methylanthracene,true
"2,3,5-trichlorophenol",true
1-decanol,true
4-methoxy-1-naphthaldehyde,true
3-phenoxyphenol,true
methyl-2-naphthoate,true
2-methoxy-1-naphthaldehyde,true
1-naphthalen-1-yl acetate,true
methyl-1-naphthoate,true
4-phenoxyphenol,true
1-(2-hydroxynaphthalen-1-yl)ethanone,true
naphthalen-2-yl acetate,true
1-(1-hydroxynaphthalen-2-yl)ethanone,true
2- phenoxyphenol,true
