Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1
Pentanol,-128.76,9899.9,18.022,63.49,29.567,149.85,-27896.0,-37.398,250.0,90.0,0.99984,0.99984,0.0010844,0.0010844,0.00010844,0.00010844,13,13,true,false,alcohol
Heptanol,-126.43,11044.0,17.315,105.71,32.011,143.96,-39541.0,-58.59,250.0,90.0,0.99998,0.99998,0.00048796,0.00048796,4.0664e-5,4.0664e-5,15,15,true,false,alcohol
Nonanol,-104.05,10861.0,13.836,142.06,33.698,115.04,-48525.0,-71.949,250.0,90.0,0.99986,0.99986,0.0045296,0.0045296,0.00037747,0.00037747,15,15,true,false,alcohol
Decanol,-117.53,12182.0,15.626,157.89,34.111,129.92,-54107.0,-81.424,250.0,90.0,0.99999,0.99999,0.00011077,0.00011077,1.1077e-5,1.1077e-5,13,13,true,false,alcohol
Undecanol,-113.41,12443.0,14.922,172.92,34.385,124.07,-58402.0,-87.471,250.0,90.0,1.0,1.0,8.4922e-5,8.4922e-5,9.4358e-6,9.4358e-6,12,12,true,false,alcohol
