Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
Propiophenone,-118.63,11822.0,15.928,154.14,36.399,132.44,-86375.0,-257.99,250.0,90.0,0.99999,0.99999,9.1724,9.1724,1.0192,1.0192,12,12,true,true
Butyrophenone,-116.0,12077.0,15.451,166.0,36.442,128.47,-88854.0,-257.91,250.0,90.0,0.99996,0.99996,8.4652,8.4652,0.94058,0.94058,12,12,true,true
Valerophenone,-125.66,13130.0,16.713,180.33,37.046,138.96,-96662.0,-280.58,250.0,90.0,0.99998,0.99998,10.496,10.496,1.3121,1.3121,11,11,true,true
Hexanophenone,-122.45,13417.0,16.145,193.63,37.049,134.24,-99477.0,-279.81,250.0,90.0,0.99998,0.99998,6.5352,6.5352,0.9336,0.9336,10,10,true,true
Heptanophenone,-123.05,13925.0,16.122,206.08,37.048,134.05,-103720.0,-285.82,250.0,90.0,0.99997,0.99997,7.2279,7.2279,1.2047,1.2047,9,9,true,true
Octanophenone,-125.18,14515.0,16.323,217.96,37.11,135.71,-108470.0,-294.41,250.0,90.0,0.99997,0.99997,6.3264,6.3264,1.2653,1.2653,8,8,true,true
