Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1,Cat_2
Glyceryl triacetate,-1432.2,150820.0,186.68,446.15,31.282,1552.2,-690320.0,-1206.1,250.0,90.0,0.99721,0.99721,0.0018354,0.0018354,0.0006118,0.0006118,6,6,true,false,triglyceride,ester
Glyceryl tributyrate,-843.88,100770.0,108.14,502.88,35.741,899.09,-511310.0,-817.36,250.0,90.0,0.9997,0.9997,0.00223,0.00223,0.00031857,0.00031857,10,10,true,false,triglyceride,ester
Glyceryl trihexanoate,-695.21,91538.0,87.826,552.28,35.775,730.23,-495910.0,-745.5,250.0,90.0,0.99973,0.99973,0.0079899,0.0079899,0.00072635,0.00072635,14,14,true,false,triglyceride,ester
Glyceryl trioctanoate,-745.61,101850.0,93.658,592.1,35.964,778.71,-564080.0,-830.21,250.0,90.0,0.9992,0.9992,0.02878,0.02878,0.0015989,0.0015989,21,21,true,false,triglyceride,ester
Glyceryl tridecanoate,-1117.9,145800.0,141.35,630.8,45.336,1175.3,-785460.0,-1191.7,250.0,90.0,0.99681,0.99681,0.077658,0.077658,0.003698,0.003698,24,24,true,false,triglyceride,ester
Glyceryl trilaurate,-1696.0,215850.0,215.01,671.09,69.511,1787.7,-1.1455e6,-1775.3,250.0,90.0,0.99859,0.99859,0.0061799,0.0061799,0.00056181,0.00056181,14,14,true,false,triglyceride,ester
Glyceryl trimyristine,-1667.6,215090.0,211.11,752.71,1159.3,1616.5,-1.1509e6,-1763.4,250.0,90.0,0.99782,0.9978,0.0091163,0.009204,0.00091163,0.0009204,13,13,false,false,triglyceride,ester
Glyceryl tripalmitin,-2121.6,267800.0,269.37,815.99,9047.5,1209.6,-1.4133e6,-2197.4,250.0,90.0,0.99972,0.99863,0.00093575,0.0045855,0.00015596,0.00076425,9,9,false,false,triglyceride,ester
