Compound\T [�C] ->,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200
2-Hexanone,0.35626425440767,-0.0314675453947021,-0.359806238883407,-0.66464590034241,-0.935693105569142,-1.17725600353143,,,,,,,,,
2-Decanone,3.36579122996513,2.88640867608397,2.36015458974084,1.87230678140224,1.42602000777004,1.00602117629345,0.629766714728011,0.278810114810187,-0.0310213280461479,-0.323507099252243,-0.568978958321367,-0.81439057155278,-0.983755669706099,-1.13576001272627,
2-Undecanone,,,3.06081518241496,2.53236546050101,2.04787190912575,1.59024858541022,1.17368989101397,0.790965406739645,0.433791585527653,0.115805147556923,-0.17712019476577,-0.4397476235068,-0.685829110805057,-0.870162690429284,-1.06006334173982
2-Dodecanone,,,,3.19356660436988,2.67320875714526,2.17899330436444,1.72692209043435,1.30979926788429,0.92069066687288,0.569015196894348,0.239679631358252,-0.0588611850490197,-0.331588789646913,-0.575742307687589,-0.803234310122168
2-Tridecanone,,,,,3.30307201302987,2.77298065878699,2.28707731037579,1.83697747761592,1.416611498286,1.02951861272475,0.670961401337044,0.346112378112036,0.0350694866054184,-0.235319840334159,-0.491937860438166
2-Pentadecanone,,,,,,,,2.89843156307947,2.41875130646713,1.97046641777635,1.55588400849086,1.17193582631679,0.809068552408056,0.479124297229369,0.174450306540042
2-Pentadecanone Std,,,,,,,,2.89067855248228,2.41227187163446,1.96665714451183,1.5509623612482,1.16416373607757,0.799786328053965,0.47058516084554,0.168811344975378
4-Methyl-2-pentanone,-0.103668277845179,-0.440452846195266,-0.725268914288982,-0.977928973240099,-1.24570201425148,,,,,,,,,,
2-Octanone,1.83088117478114,1.35499377453761,0.914934758378249,0.505791551280573,0.129061534625857,-0.230495659534214,-0.556832497132454,-0.861517652527079,-1.13539858662369,-1.38318935766456,-1.61567211176171,-1.81962051242335,-2.07007836332913,-2.22150742839465,-2.40044107354713
2-Heptanone,1.04703141329395,0.613546207723515,0.213039142182797,-0.152329421109132,-0.492724691023866,-0.819589460933549,-1.11438515099919,-1.37666520854634,-1.61925276588445,-1.85826771030838,-2.04640919797264,-2.21908983771863,-2.45526787848435,-2.59372929325478,-2.707823926212
2-Nonanone,2.63421062690995,2.10551099549693,1.62207179646696,1.17342362118162,0.757899229950253,0.361513486394989,0.00359926138236073,-0.329397226278276,-0.639720975404605,-0.914799723347353,-1.18958537343505,-1.41685819616818,-1.69245746412064,-1.89425507693736,-2.06936452570705
