Compound\T [°C] ->,130.946428571429,141.246428571429,150.964285714286,161.014285714286,171.071428571429,181.039285714286,190.857142857143,200.973333333333,Cat
2-Pentadecanone,3.14937,2.66998,2.2203,1.80042,1.40439,1.03302,0.69079,0.36637,ketone
