Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1
Pentanol,-162.05,11672.0,22.81,58.934,26.919,189.66,-28170.0,-39.7,250.0,90.0,0.99994,0.99994,0.00010808,0.00010808,2.7021e-5,2.7021e-5,7,7,true,false,alcohol
Heptanol,-171.3,13375.0,23.797,98.42,30.458,197.86,-39354.0,-60.057,250.0,90.0,0.99989,0.99989,0.00082101,0.00082101,0.00013683,0.00013683,9,9,true,false,alcohol
Nonanol,-146.01,13101.0,19.86,133.6,32.935,165.13,-48965.0,-75.497,250.0,90.0,0.99994,0.99994,0.0012558,0.0012558,0.00013953,0.00013953,12,12,true,false,alcohol
Decanol,-142.11,13442.0,19.153,149.1,33.298,159.25,-53931.0,-83.538,250.0,90.0,0.99998,0.99998,0.00026,0.00026,3.25e-5,3.25e-5,11,11,true,false,alcohol
Undecanol,-154.52,14677.0,20.799,163.77,34.15,172.93,-59233.0,-92.446,250.0,90.0,0.99991,0.99991,0.0015378,0.0015378,0.00017087,0.00017087,12,12,true,false,alcohol
Dodecanol,-160.14,15494.0,21.485,177.53,34.954,178.63,-63950.0,-99.869,250.0,90.0,0.99995,0.99995,0.0007763,0.0007763,9.7037e-5,9.7037e-5,11,11,true,false,alcohol
