Compound\T [°C] ->,110.846428571429,120.810714285714,130.985714285714,141.171428571429,151.167857142857,161.035714285714,171.053571428571,181.017857142857,190.892857142857,200.873333333333,Cat
Dodecanol,2.90663,2.42546,1.97872,1.56252,1.17756,0.81676,0.4839,0.17029,-0.11377,-0.38127,alcohol
