Compound\T [°C] ->,200.978571428571,211.14,221.173333333333,231.34,251.364285714286,271.414285714286,281.453571428571,291.596428571429,301.607142857143,Cat
PCB 138 Std,2.68347,2.30482,1.94012,1.59917,0.96814,0.39958,0.13714,-0.11612,-0.36436,PCB
