Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1
Benzene,8.5765,2400.3,-1.9065,32.455,31.31,-15.851,-25714.0,-37.982,250.0,90.0,0.99925,0.99925,0.0011644,0.0011644,0.00029111,0.00029111,7,7,true,false,BTEX
Ethylbenzene,-82.834,8227.0,11.096,81.076,29.203,92.253,-34901.0,-52.649,250.0,90.0,0.99995,0.99995,0.00026101,0.00026101,4.3502e-5,4.3502e-5,9,9,true,false,BTEX
Toluene,-63.732,6765.6,8.4312,60.799,28.234,70.101,-30795.0,-46.56,250.0,90.0,0.9999,0.9999,0.00040129,0.00040129,6.6882e-5,6.6882e-5,9,9,true,false,BTEX
o-Xylene,-65.193,7468.5,8.5018,89.046,29.889,70.688,-36426.0,-54.663,250.0,90.0,0.99997,0.99997,0.0001925,0.0001925,3.2084e-5,3.2084e-5,9,9,true,false,BTEX
m-Xylene,-69.964,7604.3,9.2083,82.057,29.116,76.562,-35422.0,-53.834,250.0,90.0,0.99996,0.99996,0.00022226,0.00022226,3.7044e-5,3.7044e-5,9,9,true,false,BTEX
p-Xylene,-69.964,7604.3,9.2083,82.057,29.116,76.562,-35422.0,-53.834,250.0,90.0,0.99996,0.99996,0.00022226,0.00022226,3.7044e-5,3.7044e-5,9,9,true,false,BTEX
