Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Undecanone,-75.635,9841.2,9.6458,164.18,34.014,80.2,-46751.0,-60.994,-52700.0,-75.9,90.0,250.0,-0.22632,ketone
2-Dodecanone,-80.987,10535.0,10.331,177.54,34.551,85.9,-48880.0,-62.549,-56400.0,-81.1,90.0,250.0,-0.23549,ketone
2-Tridecanone,-86.422,11234.0,11.029,190.26,35.074,91.7,-50906.0,-63.944,-60100.0,-86.3,90.0,250.0,-0.24404,ketone
1-Undecanol,-103.14,12564.0,13.302,193.86,34.335,110.6,-52813.0,-67.181,-64300.0,-95.0,90.0,250.0,-0.26763,alcohol
1-Dodecanol,-107.02,13160.0,13.783,205.64,34.943,114.6,-54547.0,-68.018,-67800.0,-99.7,90.0,250.0,-0.27147,alcohol
1-Tridecanol,-111.43,13770.0,14.336,215.36,35.27,119.2,-56257.0,-69.251,-71200.0,-104.6,90.0,250.0,-0.27526,alcohol
