Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric,Cat_1
Citronellol,-91.607,1.972,10625.0,116.95,11.872,0.28045,143.1,0.02611,30.488,0.037191,98.71,2.3318,-47251.0,57.943,-67.608,0.13865,-52493.0,136.85,-81.079,0.34731,90.0,250.0,1.0,2.9409e-5,4.2013e-6,10,allergenic fragrances
Hydroxycitronellal,-104.07,1.2092,11899.0,74.296,13.527,0.17099,160.17,0.015688,31.103,0.028162,112.47,1.4217,-50195.0,45.593,-69.929,0.10497,-58087.0,109.76,-89.799,0.2723,90.0,250.0,1.0,9.891e-6,1.413e-6,10,allergenic fragrances
Anisyl alcohol,-56.029,24.322,9118.6,1535.9,6.7449,3.4238,174.2,0.2426,32.8,0.61624,56.08,28.467,-50729.0,954.67,-67.491,2.1314,-55450.0,2580.3,-79.185,6.3074,90.0,250.0,0.9999,0.00054795,0.00013699,7,allergenic fragrances
Cinnamyl alcohol A,-82.238,4.6284,10634.0,293.21,10.498,0.65097,177.17,0.013416,34.332,0.036542,87.288,5.4125,-49111.0,52.355,-63.15,0.11613,-56720.0,474.71,-81.929,1.1702,90.0,250.0,1.0,7.7099e-7,3.8549e-7,5,allergenic fragrances
Cinnamyl alcohol B,-82.945,3.924,10876.0,250.29,10.544,0.55129,180.76,0.01689,33.829,0.029654,87.665,4.5836,-50639.0,44.548,-65.653,0.097881,-58595.0,418.39,-85.209,1.0272,90.0,250.0,1.0,2.118e-6,7.0598e-7,6,allergenic fragrances
Coumarin,-88.122,3.9078,11510.0,263.71,11.3,0.54413,210.54,0.035343,38.708,0.10551,93.95,4.5242,-50254.0,137.18,-57.989,0.2833,-61579.0,562.4,-84.919,1.3274,90.0,250.0,1.0,1.422e-5,2.8441e-6,8,allergenic fragrances
