Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric,Cat_1
Terpinolene,-70.088,2.0779,8477.6,117.49,9.0437,0.29798,119.46,0.032677,31.285,0.068725,75.193,2.4775,-40965.0,90.247,-58.433,0.22937,-43180.0,116.23,-64.297,0.30016,90.0,250.0,1.0,2.3965e-5,3.9942e-6,9,allergenic fragrances
Anethole,-80.351,0.9826,10338.0,61.301,10.247,0.13864,166.73,0.017269,33.185,0.035046,85.2,1.1528,-48481.0,51.34,-64.304,0.11647,-55018.0,102.34,-80.637,0.24987,90.0,250.0,1.0,3.4056e-6,5.6759e-7,9,allergenic fragrances
alpha Damascone,-87.621,0.64467,11045.0,40.926,11.227,0.090685,176.46,0.009669,33.705,0.019791,93.343,0.75399,-49867.0,29.36,-65.003,0.06517,-57937.0,71.529,-84.938,0.17375,90.0,250.0,1.0,2.5235e-6,3.605e-7,10,allergenic fragrances
(E)-alpha-Santalol,-98.032,2.5142,12629.0,171.15,12.544,0.34973,213.9,0.044603,36.386,0.092311,104.29,2.9078,-54205.0,137.87,-65.385,0.28253,-67126.0,385.9,-95.999,0.89927,90.0,250.0,1.0,2.8391e-5,4.0559e-6,10,allergenic fragrances
(Z)-alpha-Santalol,-101.12,6.2494,12937.0,425.63,12.945,0.86907,214.91,0.079134,35.986,0.19136,107.63,7.2258,-55035.0,293.2,-66.856,0.59992,-68479.0,949.19,-98.673,2.2189,90.0,250.0,1.0,1.5131e-5,3.7829e-6,7,allergenic fragrances
Amyl cinnamaldehyde,-102.74,2.3295,13133.0,159.12,13.144,0.32387,215.63,0.043102,35.611,0.084978,109.29,2.6928,-55780.0,133.47,-68.212,0.27251,-69510.0,363.83,-100.68,0.84533,90.0,250.0,1.0,2.4348e-5,3.4783e-6,10,allergenic fragrances
(E)-beta-Santalol,-120.48,23.49,14255.0,1609.0,15.657,3.2625,219.54,0.091293,37.114,0.40509,130.18,27.126,-54381.0,593.9,-64.467,1.2049,-71245.0,3563.9,-104.18,8.3627,90.0,250.0,0.99998,1.4897e-5,7.4486e-6,5,allergenic fragrances
(Z)-beta-Santalol,-117.46,25.231,14115.0,1734.0,15.223,3.5025,221.36,0.11407,37.124,0.47101,126.57,29.121,-54768.0,695.32,-64.844,1.4054,-71394.0,3888.1,-103.92,9.1004,90.0,250.0,0.99998,1.7169e-5,8.5847e-6,5,allergenic fragrances
