Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
1-Undecanol,-100.89,11785.0,13.101,170.7,32.997,108.93,-49640.0,-65.932,-58430.0,-87.79,90.0,250.0,-0.26706,alcohol
1-Dodecanol,-105.86,12507.0,13.722,184.9,33.721,114.09,-51732.0,-67.032,-62560.0,-93.52,90.0,250.0,-0.27204,alcohol
1-Tridecanol,-109.79,13171.0,14.195,198.28,34.303,118.02,-53870.0,-68.361,-66650.0,-99.16,90.0,250.0,-0.27497,alcohol
1-Tetradecanol,-114.25,13863.0,14.742,210.96,34.843,122.57,-55924.0,-69.612,-70750.0,-104.85,90.0,250.0,-0.27845,alcohol
Undecane,-77.655,9257.2,10.025,127.73,30.678,83.35,-43555.0,-62.741,-46700.0,-70.98,90.0,250.0,-0.23014,alkane
Dodecane,-81.974,9949.6,10.55,144.32,31.429,87.72,-46105.0,-64.533,-50870.0,-76.76,90.0,250.0,-0.23596,alkane
Tridecane,-87.067,10683.0,11.187,159.68,32.071,93.01,-48569.0,-66.303,-55050.0,-82.63,90.0,250.0,-0.24291,alkane
Tetradecane,-92.853,11456.0,11.923,174.25,32.697,99.13,-50899.0,-67.859,-59250.0,-88.54,90.0,250.0,-0.25076,alkane
