Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x
2-Methylhexane,-55.99068082204506,6112.919786184461,7.282130280771934,36.38780231683802,24.829746495899645,60.547,-28838.0,-48.072,90.0,250.0,-0.18009660411046852
"2,6-Dimethyloctane",-67.33156832284338,7958.03300089845,8.667547538509096,94.30154851867985,28.287656552440204,72.066,-39996.0,-62.944,90.0,250.0,-0.20537592457239473
4-Nonanol,-83.93556471980521,9625.663151730701,10.894630736835254,123.30848291114154,29.620740087844897,90.583,-47137.0,-73.326,90.0,250.0,-0.2399815275679928
3-Hexanol,-71.05422635698687,7571.161714355283,9.317138528094858,66.89015244499308,26.261263311539032,77.467,-34818.0,-56.657,90.0,250.0,-0.21902868116638355
