Compound,DeltaHref,DeltaSref,DeltaCp,,,
,(kJ/mol),(J/mol∙K),(J/mol∙K),,,
2-Methylhexane,-26.472,-45.420,35.269,,,
"2,6-Dimethyloctane",-36.098,-57.057,62.068,,,
4-Nonanol,-45.631,-69.852,77.301,,,
3-Hexanol,-33.944,-53.659,65.020,,,
