Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Methylhexane,-45.028,5181.4,5.7804,19.056,24.449,48.061,-29037.0,-53.462,-25627.0,-43.016,90.0,250.0,-0.14274,alkane
"2,6-Dimethyloctane",-58.071,7031.8,7.4295,77.4,27.756,61.772,-36811.0,-59.102,-36033.0,-56.921,90.0,250.0,-0.18146,alkane
4-Nonanol,-77.532,9134.1,10.024,121.96,30.174,83.344,-43016.0,-62.963,-45679.0,-69.992,90.0,250.0,-0.22978,alcohol
3-Hexanol,-68.16,7342.6,8.9455,68.413,27.213,74.377,-35646.0,-58.452,-34040.0,-53.894,90.0,250.0,-0.21733,alcohol
