Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
1-Undecanol,-101.85,11840.0,13.244,171.84,33.303,110.12,-49437.0,-65.189,-58450.0,-87.57,90.0,250.0,-0.26947,alcohol
1-Dodecanol,-104.9,12441.0,13.594,186.01,34.013,113.03,-51538.0,-66.334,-62390.0,-92.85,90.0,250.0,-0.27161,alcohol
1-Tridecanol,-105.91,12931.0,13.651,199.38,34.453,113.5,-53885.0,-68.126,-66300.0,-98.01,90.0,250.0,-0.27003,alcohol
1-Tetradecanol,-109.39,13569.0,14.059,212.01,34.88,116.89,-56108.0,-69.742,-70370.0,-103.6,90.0,250.0,-0.27211,alcohol
Undecane,-72.21,8947.5,9.2513,128.88,30.915,76.92,-43469.0,-62.216,-46460.0,-70.04,90.0,250.0,-0.217,alkane
Dodecane,-78.444,9741.5,10.054,145.42,31.662,83.59,-46007.0,-64.008,-50640.0,-75.88,90.0,250.0,-0.22865,alkane
Tridecane,-84.626,10535.0,10.847,160.94,32.342,90.19,-48442.0,-65.687,-54840.0,-81.78,90.0,250.0,-0.23882,alkane
Tetradecane,-90.616,11318.0,11.612,175.38,32.93,96.55,-50796.0,-67.342,-59040.0,-87.73,90.0,250.0,-0.24737,alkane
