Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x
1-Undecanol,-98.123,11625.0,12.703,170.0,32.755,105.62,-58300.0,-87.61,90.0,250.0,-0.26188
1-Dodecanol,-102.21,12296.0,13.197,184.14,33.397,109.73,-62390.0,-93.23,90.0,250.0,-0.2656
1-Tridecanol,-108.39,13095.0,13.989,197.44,34.008,116.31,-66640.0,-99.29,90.0,250.0,-0.27213
1-Tetradecanol,-113.01,13798.0,14.559,210.06,34.526,121.05,-70760.0,-105.03,90.0,250.0,-0.27591
Undecane,-77.682,9260.0,10.026,127.36,30.586,83.36,-46720.0,-71.13,90.0,250.0,-0.2298
Dodecane,-81.782,9941.8,10.519,143.86,31.303,87.46,-50900.0,-76.95,90.0,250.0,-0.23499
Tridecane,-87.5,10713.0,11.244,159.22,31.949,93.49,-55120.0,-82.92,90.0,250.0,-0.2433
Tetradecane,-93.31,11488.0,11.983,173.7,32.552,99.63,-59340.0,-88.89,90.0,250.0,-0.25103
