Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Methylhexane,-80.48,6391.2,11.112,-5.6982,20.92,92.391,-28430.0,-60.39,-19588.0,-32.13,90.0,250.0,-0.25037,alkane
"2,6-Dimethyloctane",-48.144,5910.5,6.1261,50.592,26.687,50.935,-32653.0,-54.954,-30646.0,-49.103,90.0,250.0,-0.15134,alkane
4-Nonanol,-86.851,10261.0,11.234,144.17,31.253,93.406,-46332.0,-65.115,-51392.0,-78.102,90.0,250.0,-0.24528,alcohol
3-Hexanol,-75.093,8503.8,9.7664,100.31,28.72,81.202,-40378.0,-62.211,-41216.0,-64.485,90.0,250.0,-0.22651,alcohol
