Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Methylhexane,-25.103,3602.5,3.0206,-12.475,24.139,25.115,-23406.0,-43.881,-20832.0,-35.554,90.0,250.0,-0.047148,alkane
"2,6-Dimethyloctane",-50.425,5975.5,6.4814,49.875,26.881,53.889,-32275.0,-54.008,-30113.0,-47.698,90.0,250.0,-0.16442,alkane
4-Nonanol,-91.296,10490.0,11.879,144.05,31.449,98.767,-46016.0,-64.39,-51354.0,-78.093,90.0,250.0,-0.2549,alcohol
3-Hexanol,-79.655,8723.1,10.437,100.29,28.9,86.78,-40121.0,-61.528,-41014.0,-63.953,90.0,250.0,-0.23873,alcohol
