Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x
2-Methylhexane,-34.71,4724.3,4.2419,19.536,24.597,35.269,-26472.0,-45.42,90.0,250.0,-0.084685
"2,6-Dimethyloctane",-58.333,7052.5,7.4651,77.565,27.738,62.068,-36098.0,-57.057,90.0,250.0,-0.18217
4-Nonanol,-72.504,8864.4,9.2972,121.95,30.071,77.301,-45631.0,-69.852,90.0,250.0,-0.21605
3-Hexanol,-60.372,6922.4,7.8201,68.202,27.398,65.02,-33944.0,-53.659,90.0,250.0,-0.19392
