Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
1-Undecanol,-86.096,10979.0,11.001,174.61,33.121,91.47,-58070.0,-85.17,90.0,265.0,-0.23994,alcohol
1-Dodecanol,-98.346,12122.0,12.661,188.68,33.991,105.27,-62560.0,-91.88,90.0,265.0,-0.26078,alcohol
1-Tridecanol,-100.39,12667.0,12.867,201.84,34.416,106.98,-66470.0,-97.08,90.0,265.0,-0.26085,alcohol
1-Tetradecanol,-102.62,13222.0,13.1,214.34,34.765,108.92,-70380.0,-102.27,90.0,265.0,-0.26115,alcohol
Undecane,-79.938,9381.3,10.383,131.39,31.587,86.33,-46650.0,-69.41,90.0,265.0,-0.23933,alkane
Dodecane,-87.012,10229.0,11.303,148.07,32.448,93.98,-50920.0,-75.48,90.0,265.0,-0.25065,alkane
Tridecane,-93.869,11064.0,12.192,163.74,33.267,101.37,-55180.0,-81.54,90.0,265.0,-0.26024,alkane
Tetradecane,-100.27,11872.0,13.016,178.47,34.029,108.22,-59410.0,-87.55,90.0,265.0,-0.26801,alkane
