Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Methylhexane,-49.433,5743.6,6.3457,36.233,25.32,52.761,-28595.0,-47.233,90.0,250.0,-0.15691,alkane
"2,6-Dimethyloctane",-66.645,7912.1,8.5745,94.636,28.426,71.292,-39895.0,-62.571,90.0,250.0,-0.20411,alkane
4-Nonanol,-79.791,9374.5,10.307,123.12,29.682,85.695,-46824.0,-72.572,90.0,250.0,-0.23121,alcohol
3-Hexanol,-61.973,7014.5,8.0354,66.162,26.85,66.81,-34060.0,-54.629,90.0,250.0,-0.19637,alcohol
