Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
2-Methylhexane,-30.605,4508.1,3.6465,19.165,24.824,30.319,-28620.0,-51.999,-26472.0,-45.42,90.0,250.0,-0.061593,alkane
"2,6-Dimethyloctane",-53.164,6805.6,6.7047,77.821,27.666,55.746,-37020.0,-59.571,-36341.0,-57.669,90.0,250.0,-0.16039,alkane
4-Nonanol,-79.396,9289.7,10.271,122.07,29.864,85.395,-43489.0,-64.128,-46228.0,-71.356,90.0,250.0,-0.23209,alcohol
3-Hexanol,-66.417,7343.7,8.6506,69.071,26.719,71.925,-36444.0,-60.585,-34939.0,-56.316,90.0,250.0,-0.20761,alcohol
