Name,CAS,Phase,Tchar,thetachar,DeltaCp,phi0,Source,Cat_1,Cat_2,Cat_3
Methyl butyrate,623-42-7,Rxi17SilMS,49.699,25.139,82.71,0.001,Brehmer2022,FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi17SilMS,89.375,27.095,93.397,0.001,Brehmer2022,FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi17SilMS,123.03,28.624,101.83,0.001,Brehmer2022,FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi17SilMS,152.75,29.945,116.14,0.001,Brehmer2022,FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi17SilMS,166.41,30.466,120.23,0.001,Brehmer2022,FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi17SilMS,179.35,30.724,109.82,0.001,Brehmer2022,FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,Rxi17SilMS,191.64,31.025,105.01,0.001,Brehmer2022,FAME,FAMEs,
Methyl myristate,124-10-7,Rxi17SilMS,203.25,31.272,104.79,0.001,Brehmer2022,FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi17SilMS,205.39,31.606,89.935,0.001,Brehmer2022,FAME,,
Methyl pentadecanoate,7132-64-1,Rxi17SilMS,214.28,31.498,109.4,0.001,Brehmer2022,FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi17SilMS,216.4,31.841,94.493,0.001,Brehmer2022,FAME,,
Methyl palmitate,112-39-0,Rxi17SilMS,224.77,31.684,111.01,0.001,Brehmer2022,FAME,FAMEs,
Methyl palmitoleate,1120-25-8,Rxi17SilMS,225.99,32.023,93.925,0.001,Brehmer2022,FAME,,
Methyl heptadecanoate,1731-92-6,Rxi17SilMS,234.86,31.996,118.87,0.001,Brehmer2022,FAME,FAMEs,
Methyl cis-10-heptadecanoate,75190-82-8,Rxi17SilMS,236.03,32.316,107.78,0.001,Brehmer2022,FAME,,
Methyl stearate,112-61-8,Rxi17SilMS,244.42,32.185,123.03,0.001,Brehmer2022,FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi17SilMS,245.35,32.806,121.27,0.001,Brehmer2022,FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi17SilMS,245.31,32.29,112.76,0.001,Brehmer2022,FAME,,
Methyl linolelaidate,2566-97-4,Rxi17SilMS,247.2,32.679,97.157,0.001,Brehmer2022,FAME,,
Methyl linoleate,112-63-0,Rxi17SilMS,247.66,32.153,105.09,0.001,Brehmer2022,FAME,,
Methyl arachidate,1120-28-1,Rxi17SilMS,262.19,32.166,116.13,0.001,Brehmer2022,FAME,FAMEs,
Methyl gamma linolenate,132029-16-4,Rxi17SilMS,247.86,32.74,82.634,0.001,Brehmer2022,FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi17SilMS,263.07,32.798,118.95,0.001,Brehmer2022,FAME,,
Methyl alpha linolenate,301-00-8,Rxi17SilMS,250.18,33.027,106.15,0.001,Brehmer2022,FAME,,
Methyl heneicosanoate,6064-90-0,Rxi17SilMS,270.58,32.218,116.07,0.001,Brehmer2022,FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi17SilMS,265.12,32.778,97.736,0.001,Brehmer2022,FAME,,
Methyl behenate,929-77-1,Rxi17SilMS,278.61,32.186,113.23,0.001,Brehmer2022,FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi17SilMS,265.89,33.318,103.97,0.001,Brehmer2022,FAME,,
Methyl erucate,1120-34-9,Rxi17SilMS,279.54,33.134,163.62,0.001,Brehmer2022,FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi17SilMS,268.05,33.184,105.86,0.001,Brehmer2022,FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi17SilMS,266.3,33.408,90.0,0.001,Brehmer2022,FAME,,
Methyl tricosanoate,2433-97-8,Rxi17SilMS,286.49,32.44,122.25,0.001,Brehmer2022,FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi17SilMS,281.68,33.017,109.71,0.001,Brehmer2022,FAME,,
Methyl lignocerate,2442-49-1,Rxi17SilMS,294.06,32.608,127.31,0.001,Brehmer2022,FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi17SilMS,269.34,33.956,99.1,0.001,Brehmer2022,FAME,,
Methyl nervonate,2733-88-2,Rxi17SilMS,295.09,32.775,100.34,0.001,Brehmer2022,FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi17SilMS,286.53,34.026,92.392,0.001,Brehmer2022,FAME,,
Methyl butyrate,623-42-7,Rxi5SilMS,69.687,30.863,48.166,0.002,Brehmer2022,FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi5SilMS,114.38,33.089,66.73,0.002,Brehmer2022,FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi5SilMS,152.12,34.951,77.008,0.002,Brehmer2022,FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi5SilMS,184.95,37.17,112.3,0.002,Brehmer2022,FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi5SilMS,199.88,37.844,117.15,0.002,Brehmer2022,FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi5SilMS,213.8,38.388,122.25,0.002,Brehmer2022,FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,Rxi5SilMS,227.01,38.917,126.58,0.002,Brehmer2022,FAME,FAMEs,
Methyl myristate,124-10-7,Rxi5SilMS,239.49,39.31,127.44,0.002,Brehmer2022,FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi5SilMS,238.66,39.609,121.93,0.002,Brehmer2022,FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5SilMS,251.37,39.992,138.82,0.002,Brehmer2022,FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5SilMS,250.6,39.928,122.48,0.002,Brehmer2022,FAME,,
Methyl palmitate,112-39-0,Rxi5SilMS,262.53,40.158,137.05,0.002,Brehmer2022,FAME,FAMEs,
Methyl palmitoleate,1120-25-8,Rxi5SilMS,261.19,40.871,140.38,0.002,Brehmer2022,FAME,,
Methyl heptadecanoate,1731-92-6,Rxi5SilMS,273.21,40.542,142.5,0.002,Brehmer2022,FAME,FAMEs,
Methyl cis-10-heptadecanoate,75190-82-8,Rxi5SilMS,271.96,41.065,139.68,0.002,Brehmer2022,FAME,,
Methyl stearate,112-61-8,Rxi5SilMS,283.27,40.583,139.93,0.002,Brehmer2022,FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi5SilMS,281.7,41.033,132.83,0.002,Brehmer2022,FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi5SilMS,281.7,40.832,140.23,0.002,Brehmer2022,FAME,,
Methyl linolelaidate,2566-97-4,Rxi5SilMS,280.89,42.795,246.85,0.002,Brehmer2022,FAME,,
Methyl linoleate,112-63-0,Rxi5SilMS,281.17,40.921,143.33,0.002,Brehmer2022,FAME,,
Methyl arachidate,1120-28-1,Rxi5SilMS,302.28,41.176,150.1,0.002,Brehmer2022,FAME,FAMEs,
Gamma-Methyl linolenate,16326-32-2,Rxi5SilMS,282.36,41.422,128.34,0.002,Brehmer2022,FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi5SilMS,300.65,41.238,135.97,0.002,Brehmer2022,FAME,,
Methyl alpha linolenate,301-00-8,Rxi5SilMS,280.16,41.277,122.97,0.002,Brehmer2022,FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5SilMS,311.09,41.342,154.5,0.002,Brehmer2022,FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi5SilMS,300.46,41.306,131.46,0.002,Brehmer2022,FAME,,
Methyl behenate,929-77-1,Rxi5SilMS,319.69,41.75,164.65,0.002,Brehmer2022,FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi5SilMS,299.69,42.32,141.89,0.002,Brehmer2022,FAME,,
Methyl erucate,1120-34-9,Rxi5SilMS,318.33,41.861,150.36,0.002,Brehmer2022,FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi5SilMS,301.65,41.97,140.03,0.002,Brehmer2022,FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi5SilMS,298.42,42.24,130.1,0.002,Brehmer2022,FAME,,
Methyl tricosanoate,2433-97-8,Rxi5SilMS,328.03,42.222,175.06,0.002,Brehmer2022,FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi5SilMS,318.19,41.814,144.69,0.002,Brehmer2022,FAME,,
Methyl lignocerate,2442-49-1,Rxi5SilMS,335.89,42.292,175.53,0.002,Brehmer2022,FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi5SilMS,299.28,42.49,131.45,0.002,Brehmer2022,FAME,,
Methyl nervonate,2733-88-2,Rxi5SilMS,334.85,42.664,169.23,0.002,Brehmer2022,FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi5SilMS,316.22,43.35,147.11,0.002,Brehmer2022,FAME,,
Methyl butyrate,623-42-7,Rxi5SilMS,51.217,27.442,82.099,0.001,Brehmer2022,FAME,FAMEs,
Methyl hexanoate,106-70-7,Rxi5SilMS,94.594,29.631,71.647,0.001,Brehmer2022,FAME,FAMEs,
Methyl octanoate,111-11-5,Rxi5SilMS,131.24,30.755,69.504,0.001,Brehmer2022,FAME,FAMEs,
Methyl decanoate,110-42-9,Rxi5SilMS,162.64,31.742,77.648,0.001,Brehmer2022,FAME,Grob,FAMEs
Methyl undecanoate,1731-86-8,Rxi5SilMS,177.03,31.956,72.916,0.001,Brehmer2022,FAME,Grob,FAMEs
Methyl laurate,111-82-0,Rxi5SilMS,190.51,32.263,69.208,0.001,Brehmer2022,FAME,Grob,FAMEs
Methyl tridecanoate,1731-88-0,Rxi5SilMS,203.13,32.446,68.648,0.001,Brehmer2022,FAME,FAMEs,
Methyl myristate,124-10-7,Rxi5SilMS,214.85,32.892,89.957,0.001,Brehmer2022,FAME,FAMEs,
Methyl myristoleate,92857-33-5,Rxi5SilMS,213.99,33.038,74.01,0.001,Brehmer2022,FAME,,
Methyl pentadecanoate,7132-64-1,Rxi5SilMS,226.36,32.912,75.927,0.001,Brehmer2022,FAME,FAMEs,
Methyl cis-10-pentadecenoate,90176-52-6,Rxi5SilMS,225.42,33.377,83.105,0.001,Brehmer2022,FAME,,
Methyl palmitate,112-39-0,Rxi5SilMS,237.15,33.239,78.681,0.001,Brehmer2022,FAME,FAMEs,
Methyl palmitoleate,1120-25-8,Rxi5SilMS,235.43,33.548,79.625,0.001,Brehmer2022,FAME,,
Methyl heptadecanoate,1731-92-6,Rxi5SilMS,247.52,33.359,83.659,0.001,Brehmer2022,FAME,FAMEs,
Methyl cis-10-heptadecanoate,75190-82-8,Rxi5SilMS,245.84,33.961,89.554,0.001,Brehmer2022,FAME,,
Methyl stearate,112-61-8,Rxi5SilMS,257.18,33.685,91.27,0.001,Brehmer2022,FAME,FAMEs,
trans-9-Elaidic acid methyl ester,1937-62-8,Rxi5SilMS,255.35,34.028,81.94,0.001,Brehmer2022,FAME,,
cis-9-Oleic acid methyl ester,112-62-9,Rxi5SilMS,255.59,33.806,75.59,0.001,Brehmer2022,FAME,,
Methyl linolelaidate,2566-97-4,Rxi5SilMS,254.91,34.059,78.497,0.001,Brehmer2022,FAME,,
Methyl linoleate,112-63-0,Rxi5SilMS,255.0,33.833,90.052,0.001,Brehmer2022,FAME,,
Methyl arachidate,1120-28-1,Rxi5SilMS,275.46,34.033,103.46,0.001,Brehmer2022,FAME,FAMEs,
Gamma-Methyl linolenate,16326-32-2,Rxi5SilMS,255.67,34.35,81.937,0.001,Brehmer2022,FAME,,
Methyl cis-11-eicosenoate,2390-09-2,Rxi5SilMS,273.8,34.343,95.952,0.001,Brehmer2022,FAME,,
Methyl alpha linolenate,301-00-8,Rxi5SilMS,253.59,34.305,78.852,0.001,Brehmer2022,FAME,,
Methyl heneicosanoate,6064-90-0,Rxi5SilMS,284.1,34.319,115.15,0.001,Brehmer2022,FAME,FAMEs,
"cis-11,14-Eicosadienoic acid methyl ester",61012-46-2,Rxi5SilMS,273.65,34.47,83.359,0.001,Brehmer2022,FAME,,
Methyl behenate,929-77-1,Rxi5SilMS,292.29,34.341,115.11,0.001,Brehmer2022,FAME,FAMEs,
"cis-8,11,14-Eicosatrienoic acid methyl ester",21061-10-9,Rxi5SilMS,272.19,34.746,90.665,0.001,Brehmer2022,FAME,,
Methyl erucate,1120-34-9,Rxi5SilMS,290.85,34.719,112.45,0.001,Brehmer2022,FAME,,
"cis-11,14,17-Eicosatrienoic acid methyl ester",55682-88-7,Rxi5SilMS,273.81,34.342,95.175,0.001,Brehmer2022,FAME,,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",7771-44-0,Rxi5SilMS,270.97,35.034,86.632,0.001,Brehmer2022,FAME,,
Methyl tricosanoate,2433-97-8,Rxi5SilMS,300.3,34.592,124.48,0.001,Brehmer2022,FAME,FAMEs,
"cis-13,16-Docosadienoic acid methyl ester",61012-47-3,Rxi5SilMS,290.78,34.949,112.16,0.001,Brehmer2022,FAME,,
Methyl lignocerate,2442-49-1,Rxi5SilMS,308.02,34.864,135.0,0.001,Brehmer2022,FAME,,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",2734-47-6,Rxi5SilMS,271.69,35.322,100.04,0.001,Brehmer2022,FAME,,
Methyl nervonate,2733-88-2,Rxi5SilMS,306.76,35.154,128.14,0.001,Brehmer2022,FAME,,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",301-01-9,Rxi5SilMS,287.96,35.531,92.886,0.001,Brehmer2022,FAME,,
4-Methyl-2-pentanone,108-10-1,Rxi5SilMS,74.484,31.437,69.027,0.002,Brehmer2022,ketone,,
2-Hexanone,591-78-6,Rxi5SilMS,85.967,32.224,64.739,0.002,Brehmer2022,alkanones,ketone,
2-Decanone,693-54-9,Rxi5SilMS,165.11,36.352,81.296,0.002,Brehmer2022,alkanones,ketone,
2-Undecanone,112-12-9,Rxi5SilMS,181.4,36.906,81.647,0.002,Brehmer2022,alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi5SilMS,196.52,37.348,86.257,0.002,Brehmer2022,alkanones,ketone,
2-Tridecanone,593-08-8,Rxi5SilMS,210.75,38.088,102.45,0.002,Brehmer2022,alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi5SilMS,237.31,39.681,122.27,0.002,Brehmer2022,alkanones,ketone,
2-Hexanone,591-78-6,Rxi5SilMS,55.828,28.235,91.439,0.001,Brehmer2022,alkanones,ketone,
2-Decanone,693-54-9,Rxi5SilMS,143.17,32.05,94.848,0.001,Brehmer2022,alkanones,ketone,
2-Undecanone,112-12-9,Rxi5SilMS,158.93,32.546,97.619,0.001,Brehmer2022,alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi5SilMS,173.62,32.817,95.127,0.001,Brehmer2022,alkanones,ketone,
2-Tridecanone,593-08-8,Rxi5SilMS,187.43,33.273,104.48,0.001,Brehmer2022,alkanones,ketone,
4-Methyl-2-pentanone,108-10-1,Rxi5SilMS,66.937,28.492,100.84,0.001,Brehmer2022,ketone,,
2-Pentadecanone,2345-28-0,Rxi5SilMS,212.89,34.033,118.49,0.001,Brehmer2022,alkanones,ketone,
2-Hexanone,591-78-6,Rxi17SilMS,69.311,27.747,183.88,0.001,Brehmer2022,alkanones,ketone,
2-Decanone,693-54-9,Rxi17SilMS,139.4,32.655,136.08,0.001,Brehmer2022,alkanones,ketone,
2-Undecanone,112-12-9,Rxi17SilMS,154.01,33.709,177.75,0.001,Brehmer2022,alkanones,ketone,
2-Dodecanone,6175-49-1,Rxi17SilMS,168.12,34.292,177.67,0.001,Brehmer2022,alkanones,ketone,
2-Tridecanone,593-08-8,Rxi17SilMS,181.23,34.26,166.69,0.001,Brehmer2022,alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi17SilMS,205.93,35.2,177.09,0.001,Brehmer2022,alkanones,ketone,
2-Pentadecanone,2345-28-0,Rxi17SilMS,205.65,35.057,175.21,0.001,Brehmer2022,alkanones,ketone,
4-Methyl-2-pentanone,108-10-1,Rxi17SilMS,56.791,28.996,90.281,0.001,Brehmer2022,ketone,,
2-Octanone,111-13-7,Rxi17SilMS,103.34,28.253,112.01,0.001,Brehmer2022,alkanones,ketone,
2-Heptanone,110-43-0,Rxi17SilMS,85.643,27.202,98.738,0.001,Brehmer2022,alkanones,ketone,
2-Nonanone,821-55-6,Rxi17SilMS,120.2,29.002,105.6,0.001,Brehmer2022,alkanones,ketone,
2-Octanone,111-13-7,Rxi5SilMS,107.34,29.856,75.604,0.001,Brehmer2022,alkanones,ketone,
4-Fluoroaniline,371-40-4,Rxi5SilMS,111.09,31.012,59.049,0.001,Brehmer2022,aromatic,,
"2,6-Dimethylphenol",576-26-1,Rxi5SilMS,130.09,31.896,62.666,0.001,Brehmer2022,aromatic,Grob,
n-Heptanal,111-71-7,Rxi5SilMS,90.696,29.389,67.745,0.001,Brehmer2022,aldehyde,,
1-Octanol,111-87-5,Rxi5SilMS,121.49,30.037,79.264,0.001,Brehmer2022,Grob,alcohol,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi5SilMS,114.04,32.457,40.172,0.001,Brehmer2022,aromatic,,
Cyclohexanone,108-94-1,Rxi5SilMS,91.301,31.44,39.392,0.001,Brehmer2022,ketone,,
4-Methylphenol,106-44-5,Rxi5SilMS,122.14,30.441,71.316,0.001,Brehmer2022,aromatic,,
Aniline,62-53-3,Rxi5SilMS,106.95,31.51,50.691,0.001,Brehmer2022,anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi5SilMS,121.86,31.762,54.239,0.001,Brehmer2022,aromatic,,
2-Nonanone,821-55-6,Rxi5SilMS,125.43,30.435,73.193,0.001,Brehmer2022,alkanones,ketone,
1-Phenyl-2-propanol,698-87-3,Rxi5SilMS,135.26,32.505,63.206,0.001,Brehmer2022,aromatic,,
Hexan-1-ol,111-27-3,Rxi5SilMS,83.348,28.611,67.715,0.001,Brehmer2022,alcohols,alcohol,
Octanal,124-13-0,Rxi5SilMS,110.18,30.237,73.678,0.001,Brehmer2022,aldehyde,,
1-Phenyl ethanol,98-85-1,Rxi5SilMS,122.0,31.824,71.756,0.001,Brehmer2022,alcohol,,
2-Chlorophenol,95-57-8,Rxi5SilMS,110.05,32.304,60.556,0.001,Brehmer2022,aromatic,,
Bromobenzene,108-86-1,Rxi5SilMS,99.601,32.374,53.994,0.001,Brehmer2022,aromatic,,
Methyl benzoate,93-58-3,Rxi5SilMS,128.56,32.316,66.876,0.001,Brehmer2022,ester,,
Styrene,100-42-5,Rxi5SilMS,90.431,31.162,49.853,0.001,Brehmer2022,aromatic,,
3-Methylphenol,108-39-4,Rxi5SilMS,122.35,30.655,81.329,0.001,Brehmer2022,aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5SilMS,119.43,33.278,57.123,0.001,Brehmer2022,aromatic,,
Nonanal,124-19-6,Rxi5SilMS,128.23,30.852,74.791,0.001,Brehmer2022,aldehyde,Grob,
Chlorobenzene,108-90-7,Rxi5SilMS,81.298,31.289,44.184,0.001,Brehmer2022,aromatic,,
2-Chloroaniline,95-51-2,Rxi5SilMS,135.37,33.502,65.609,0.001,Brehmer2022,aromatic,,
2-Octanol,123-96-6,Rxi5SilMS,109.39,29.816,70.022,0.001,Brehmer2022,alcohol,,
Benzyl alcohol,100-51-6,Rxi5SilMS,117.09,31.64,72.989,0.001,Brehmer2022,allergenic fragrances,alcohol,
Phenyl acetate,122-79-2,Rxi5SilMS,120.99,31.533,75.164,0.001,Brehmer2022,ester,,
2-Methylphenol,95-48-7,Rxi5SilMS,119.0,30.866,84.447,0.001,Brehmer2022,aromatic,,
Cyclohexanol,108-93-0,Rxi5SilMS,88.988,30.6,68.356,0.001,Brehmer2022,alcohol,,
Benzaldehyde,100-52-7,Rxi5SilMS,104.77,31.962,67.815,0.001,Brehmer2022,allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi5SilMS,123.99,32.604,67.061,0.001,Brehmer2022,phenones,aromatic,
Linalool,78-70-6,Rxi5SilMS,127.76,31.217,82.749,0.001,Brehmer2022,allergenic fragrances,terpene,
2-Heptanone,110-43-0,Rxi5SilMS,88.024,29.272,67.788,0.001,Brehmer2022,alkanones,ketone,
Nitrobenzene,98-95-3,Rxi5SilMS,128.79,33.56,65.457,0.001,Brehmer2022,aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi5SilMS,138.85,31.635,87.824,0.001,Brehmer2022,aromatic,,
Phenol,108-95-2,Rxi5SilMS,104.66,29.699,81.654,0.001,Brehmer2022,aromatic,,
2-Nitrophenol,88-75-5,Rxi5SilMS,137.04,34.413,69.577,0.001,Brehmer2022,aromatic,,
Octanal,124-13-0,Rxi17SilMS,105.34,28.314,115.11,0.001,Brehmer2022,aldehyde,,
2-Octanol,123-96-6,Rxi17SilMS,99.402,28.364,90.905,0.001,Brehmer2022,alcohol,,
Benzyl alcohol,100-51-6,Rxi17SilMS,128.54,31.9,89.073,0.001,Brehmer2022,allergenic fragrances,alcohol,
4-Fluoroaniline,371-40-4,Rxi17SilMS,124.41,31.658,95.415,0.001,Brehmer2022,aromatic,,
Phenyl acetate,122-79-2,Rxi17SilMS,130.09,30.952,97.313,0.001,Brehmer2022,ester,,
1-Phenyl ethanol,98-85-1,Rxi17SilMS,130.85,31.935,95.169,0.001,Brehmer2022,alcohol,,
"2,6-Dimethylphenol",576-26-1,Rxi17SilMS,138.08,32.734,88.716,0.001,Brehmer2022,aromatic,Grob,
2-Chlorophenol,95-57-8,Rxi17SilMS,115.88,32.649,84.209,0.001,Brehmer2022,aromatic,,
2-Methylphenol,95-48-7,Rxi17SilMS,126.96,31.703,99.547,0.001,Brehmer2022,aromatic,,
Cyclohexanol,108-93-0,Rxi17SilMS,90.095,29.501,83.819,0.001,Brehmer2022,alcohol,,
Bromobenzene,108-86-1,Rxi17SilMS,104.09,31.987,80.197,0.001,Brehmer2022,aromatic,,
n-Heptanal,111-71-7,Rxi17SilMS,87.546,27.644,103.77,0.001,Brehmer2022,aldehyde,,
Benzaldehyde,100-52-7,Rxi17SilMS,116.34,31.652,77.052,0.001,Brehmer2022,allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi17SilMS,135.79,32.42,86.768,0.001,Brehmer2022,phenones,aromatic,
Methyl benzoate,93-58-3,Rxi17SilMS,136.74,32.209,89.138,0.001,Brehmer2022,ester,,
Styrene,100-42-5,Rxi17SilMS,91.656,29.765,95.827,0.001,Brehmer2022,aromatic,,
3-Methylphenol,108-39-4,Rxi17SilMS,130.39,31.556,93.648,0.001,Brehmer2022,aromatic,,
1-Octanol,111-87-5,Rxi17SilMS,114.38,28.957,109.4,0.001,Brehmer2022,Grob,alcohol,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi17SilMS,115.84,32.627,79.369,0.001,Brehmer2022,aromatic,,
Cyclohexanone,108-94-1,Rxi17SilMS,101.27,30.88,79.914,0.001,Brehmer2022,ketone,,
4-Methylphenol,106-44-5,Rxi17SilMS,130.6,31.761,98.468,0.001,Brehmer2022,aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi17SilMS,124.28,33.276,73.739,0.001,Brehmer2022,aromatic,,
Linalool,78-70-6,Rxi17SilMS,120.1,29.327,98.493,0.001,Brehmer2022,allergenic fragrances,terpene,
Aniline,62-53-3,Rxi17SilMS,121.72,31.988,84.431,0.001,Brehmer2022,anilines,aromatic,
n-Butylbenzene,104-51-8,Rxi17SilMS,116.45,30.926,86.631,0.001,Brehmer2022,aromatic,,
Nitrobenzene,98-95-3,Rxi17SilMS,142.38,33.82,78.837,0.001,Brehmer2022,aromatic,,
Nonanal,124-19-6,Rxi17SilMS,122.11,29.122,100.8,0.001,Brehmer2022,aldehyde,Grob,
1-Phenyl-2-propanol,698-87-3,Rxi17SilMS,142.51,32.707,90.662,0.001,Brehmer2022,aromatic,,
Hexan-1-ol,111-27-3,Rxi17SilMS,78.012,26.964,107.58,0.001,Brehmer2022,alcohols,alcohol,
Chlorobenzene,108-90-7,Rxi17SilMS,82.751,29.851,85.937,0.001,Brehmer2022,aromatic,,
2-Nitrophenol,88-75-5,Rxi17SilMS,147.83,34.275,82.18,0.001,Brehmer2022,aromatic,,
"3,5-Dimethylphenol",108-68-9,Rxi17SilMS,146.21,32.364,96.906,0.001,Brehmer2022,aromatic,,
2-Chloroaniline,95-51-2,Rxi17SilMS,149.33,34.452,85.919,0.001,Brehmer2022,aromatic,,
Phenol,108-95-2,Rxi17SilMS,113.06,30.689,95.245,0.001,Brehmer2022,aromatic,,
Octanal,124-13-0,Rxi5SilMS,131.41,34.895,74.57,0.002,Brehmer2022,aldehyde,,
2-Octanone,111-13-7,Rxi5SilMS,128.51,34.537,70.776,0.002,Brehmer2022,alkanones,ketone,
2-Octanol,123-96-6,Rxi5SilMS,130.14,34.207,74.041,0.002,Brehmer2022,alcohol,,
Benzyl alcohol,100-51-6,Rxi5SilMS,139.58,36.847,75.961,0.002,Brehmer2022,allergenic fragrances,alcohol,
4-Fluoroaniline,371-40-4,Rxi5SilMS,133.03,36.355,73.625,0.002,Brehmer2022,aromatic,,
Phenyl acetate,122-79-2,Rxi5SilMS,143.16,36.39,72.296,0.002,Brehmer2022,ester,,
1-Phenyl ethanol,98-85-1,Rxi5SilMS,144.72,37.13,75.681,0.002,Brehmer2022,alcohol,,
"2,6-Dimethylphenol",576-26-1,Rxi5SilMS,153.47,37.67,70.579,0.002,Brehmer2022,aromatic,Grob,
2-Chlorophenol,95-57-8,Rxi5SilMS,132.88,37.706,67.537,0.002,Brehmer2022,aromatic,,
2-Methylphenol,95-48-7,Rxi5SilMS,140.75,35.846,85.24,0.002,Brehmer2022,aromatic,,
Cyclohexanol,108-93-0,Rxi5SilMS,110.47,34.656,76.893,0.002,Brehmer2022,alcohol,,
Bromobenzene,108-86-1,Rxi5SilMS,122.29,37.534,56.608,0.002,Brehmer2022,aromatic,,
n-Heptanal,111-71-7,Rxi5SilMS,111.5,33.873,67.663,0.002,Brehmer2022,aldehyde,,
Benzaldehyde,100-52-7,Rxi5SilMS,127.22,36.841,53.969,0.002,Brehmer2022,allergenic fragrances,aldehyde,
Acetophenone,98-86-2,Rxi5SilMS,147.12,37.858,66.405,0.002,Brehmer2022,phenones,aromatic,
Methyl benzoate,93-58-3,Rxi5SilMS,151.67,37.522,66.836,0.002,Brehmer2022,ester,,
Styrene,100-42-5,Rxi5SilMS,111.89,35.645,57.062,0.002,Brehmer2022,aromatic,,
3-Methylphenol,108-39-4,Rxi5SilMS,144.18,35.757,88.638,0.002,Brehmer2022,aromatic,,
1-Octanol,111-87-5,Rxi5SilMS,143.06,34.952,82.601,0.002,Brehmer2022,Grob,alcohol,alcohols
"1,3-Dichlorobenzene",541-73-1,Rxi5SilMS,137.16,38.002,57.345,0.002,Brehmer2022,aromatic,,
Cyclohexanone,108-94-1,Rxi5SilMS,112.83,36.292,61.78,0.002,Brehmer2022,ketone,,
4-Methylphenol,106-44-5,Rxi5SilMS,144.12,35.749,86.547,0.002,Brehmer2022,aromatic,,
"1,2-Dichlorobenzene",95-50-1,Rxi5SilMS,143.09,38.892,63.075,0.002,Brehmer2022,aromatic,,
