Name,CAS,Phase,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,phi0,N,R²,χ²,χ̄²,Source,Cat_1,Cat_2,Cat_3
1234678-HpCDF,67562-39-4,Rxi17SilMS,-164.08,NaN,20881.0,NaN,21.16,NaN,353.45,NaN,51.509,NaN,175.93,NaN,-63376.0,NaN,-55.235,NaN,-109720.0,NaN,-151.2,NaN,90.0,0.001,NaN,NaN,NaN,NaN,Stultz2020,PCDF,,
2-naphthol,135-19-3,HP-5ms,-78.719,10.053,10758.0,654.63,9.9367,1.4086,189.3,0.17175,34.7,0.36412,82.618,11.712,-51243.0,539.06,-64.9,1.1635,-59447.0,1282.3,-84.87,3.0612,90.0,0.001,4.0,1.0,9.9466e-6,9.9466e-6,Ulrich2012,,,
2-methylanthracene,613-12-7,HP-5ms,-121.41,20.319,14227.0,1505.6,15.922,2.7994,246.77,2.4941,45.441,2.8485,132.38,23.275,-49462.0,3136.7,-49.225,5.9809,-70216.0,4855.5,-96.733,10.321,90.0,0.001,4.0,0.99999,3.9286e-5,3.9286e-5,Ulrich2012,,,
"2,3,5-trichlorophenol",933-78-8,HP-5ms,-67.653,7.5619,9392.9,467.05,8.4999,1.0681,163.77,0.055135,33.614,0.11108,70.672,8.8805,-47219.0,156.49,-62.164,0.3574,-52433.0,673.63,-75.234,1.6809,90.0,0.001,4.0,1.0,5.719e-6,5.719e-6,Ulrich2012,,,
4-methoxy-1-naphthaldehyde,15971-29-6,HP-5ms,-121.71,20.244,14227.0,1454.3,15.922,2.7994,233.74,1.7626,41.736,2.1059,132.38,23.275,-51187.0,2607.3,-55.074,5.1075,-70216.0,4267.5,-99.222,9.3204,90.0,0.001,4.0,0.99999,3.9286e-5,3.9286e-5,Ulrich2012,,,
3-phenoxyphenol,713-68-8,HP-5ms,-80.838,5.2205,11877.0,357.71,10.011,0.7262,213.24,0.21842,33.759,0.2692,83.239,6.038,-58267.0,467.58,-73.887,0.95679,-68526.0,880.11,-98.209,2.0084,90.0,0.001,4.0,1.0,2.6438e-6,2.6438e-6,Ulrich2012,,,
2-methoxy-1-naphthaldehyde,5392-12-1,HP-5ms,-49.439,23.334,9896.6,1644.0,5.6565,3.2337,226.34,1.4507,35.283,1.5097,47.031,26.886,-58793.0,2538.8,-71.799,5.0482,-65206.0,4464.8,-86.791,9.9525,90.0,0.001,4.0,0.99999,5.2421e-5,5.2421e-5,Ulrich2012,,,
1-naphthalen-1-yl acetate,830-81-9,HP-5ms,-38.581,40.855,8531.2,2704.5,4.2197,5.7103,197.25,0.97379,33.802,1.6183,35.085,47.478,-54429.0,2615.6,-69.799,5.5448,-58191.0,5725.9,-78.878,13.481,90.0,0.001,4.0,0.99994,0.00016347,0.00016347,Ulrich2012,,,
methyl-1-naphthoate,,HP-5ms,-34.447,8.0249,8367.3,538.7,3.6365,1.1194,203.88,0.25081,34.308,0.36507,30.236,9.3074,-55146.0,589.67,-69.697,1.2316,-58589.0,1213.3,-77.943,2.822,90.0,0.001,4.0,1.0,6.2821e-6,6.2821e-6,Ulrich2012,,,
4-phenoxyphenol,831-82-3,HP-5ms,-84.764,38.231,12041.0,2623.6,10.595,5.3171,213.9,1.6657,34.473,2.0802,88.088,44.209,-57214.0,3474.6,-71.562,7.0999,-68128.0,6497.0,-97.42,14.804,90.0,0.001,4.0,0.99996,0.00014173,0.00014173,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,HP-5ms,-43.382,140.35,8817.9,9721.0,4.9966,19.493,218.48,7.6802,37.996,9.6262,41.544,162.08,-52891.0,13502.0,-61.675,27.308,-58229.0,24841.0,-74.259,56.202,90.0,0.001,4.0,0.99933,0.001905,0.001905,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,HP-5ms,-31.65,41.139,8326.1,2824.6,3.247,5.7206,214.52,1.8681,35.272,2.2946,26.997,47.564,-56061.0,3672.2,-69.048,7.4913,-59423.0,6972.1,-77.008,15.902,90.0,0.001,4.0,0.99995,0.00016406,0.00016406,Ulrich2012,,,
2- phenoxyphenol,,HP-5ms,-41.172,7.9267,8572.4,520.75,4.6092,1.1092,193.61,0.16206,33.929,0.29591,38.323,9.222,-53388.0,467.09,-68.472,0.99835,-57358.0,1063.7,-78.091,2.521,90.0,0.001,4.0,1.0,6.1674e-6,6.1674e-6,Ulrich2012,,,
1-methylnaphthalene,90-12-0,PTE-5,-17.873,Inf,6366.7,Inf,1.4133,Inf,156.28,Inf,32.017,Inf,11.751,Inf,-47889.0,Inf,-65.61,Inf,-48668.0,Inf,-67.58,Inf,90.0,0.001,3.0,1.0,1.6363e-21,Inf,Ulrich2012,,,
2-naphthol,135-19-3,PTE-5,-41.379,7.9099,8572.4,512.2,4.6092,1.1092,186.7,0.11204,32.769,0.23786,38.323,9.222,-53652.0,390.32,-70.767,0.84737,-57358.0,973.54,-79.814,2.3363,90.0,0.001,4.0,1.0,6.1674e-6,6.1674e-6,Ulrich2012,,,
2-methylanthracene,613-12-7,PTE-5,-49.14,23.406,9896.6,1688.8,5.6565,3.2337,237.18,1.9506,37.152,1.8699,47.031,26.886,-58284.0,2967.1,-68.3,5.7648,-65206.0,4955.0,-84.302,10.821,90.0,0.001,4.0,0.99999,5.2421e-5,5.2421e-5,Ulrich2012,,,
1-decanol,112-30-1,PTE-5,-77.771,Inf,10124.0,Inf,9.809,Inf,148.65,Inf,29.719,Inf,81.556,Inf,-49775.0,Inf,-72.098,Inf,-54559.0,Inf,-84.308,Inf,90.0,0.001,3.0,1.0,4.774e-24,Inf,Ulrich2012,alcohol,alcohols,
4-methoxy-1-naphthaldehyde,15971-29-6,PTE-5,-124.23,13.028,14268.0,934.77,16.312,1.8018,233.12,1.1434,42.645,1.412,135.62,14.981,-49973.0,1669.9,-52.799,3.2758,-69383.0,2734.9,-97.86,5.978,90.0,0.001,4.0,1.0,1.6275e-5,1.6275e-5,Ulrich2012,,,
3-phenoxyphenol,713-68-8,PTE-5,-118.29,12.879,14063.0,883.08,15.339,1.7915,213.24,0.57195,35.831,0.76619,127.53,14.896,-54897.0,1180.9,-66.957,2.4171,-70614.0,2188.3,-104.22,4.9848,90.0,0.001,4.0,1.0,1.609e-5,1.609e-5,Ulrich2012,,,
methyl-2-naphthoate,,PTE-5,-102.84,28.018,12534.0,1890.8,13.319,3.9058,206.0,1.0264,37.316,1.6177,110.74,32.474,-51153.0,2228.3,-60.85,4.6337,-63998.0,4383.8,-91.546,10.132,90.0,0.001,4.0,0.99997,7.6476e-5,7.6476e-5,Ulrich2012,,,
"biphenyl-2,5-diol",1079-21-6,PTE-5,-146.37,2.1832,16003.0,155.73,19.304,0.30218,230.32,0.17031,40.34,0.20791,160.5,2.5124,-52246.0,271.58,-57.863,0.53599,-74768.0,448.03,-110.3,0.98378,90.0,0.001,4.0,1.0,4.5776e-7,4.5776e-7,Ulrich2012,,,
2-methoxy-1-naphthaldehyde,5392-12-1,PTE-5,-121.85,20.211,14227.0,1433.1,15.922,2.7994,228.08,1.4929,40.22,1.8348,132.38,23.275,-51936.0,2389.4,-57.709,4.737,-70216.0,4024.9,-100.37,8.8936,90.0,0.001,4.0,0.99999,3.9286e-5,3.9286e-5,Ulrich2012,,,
1-naphthalen-1-yl acetate,830-81-9,PTE-5,-72.133,9.998,10553.0,659.12,8.964,1.3983,195.19,0.22297,34.515,0.40314,74.531,11.626,-52838.0,619.21,-66.912,1.3189,-60678.0,1371.5,-85.871,3.239,90.0,0.001,4.0,1.0,9.8021e-6,9.8021e-6,Ulrich2012,,,
methyl-1-naphthoate,,PTE-5,-39.789,Inf,8685.7,Inf,4.3836,Inf,201.59,Inf,34.125,Inf,36.447,Inf,-54914.0,Inf,-69.762,Inf,-58981.0,Inf,-79.529,Inf,90.0,0.001,3.0,1.0,1.8971999999999999e-28,Inf,Ulrich2012,,,
4-phenoxyphenol,831-82-3,PTE-5,-155.68,31.003,16249.0,2140.4,20.666,4.3093,215.91,1.6178,38.941,2.3236,171.83,35.829,-51068.0,3065.9,-58.514,6.2403,-72703.0,5478.6,-109.66,12.386,90.0,0.001,4.0,0.99997,9.3093e-5,9.3093e-5,Ulrich2012,,,
naphthalen-2-yl acetate,1523-11-1,PTE-5,-72.041,10.008,10553.0,664.26,8.964,1.3983,198.4,0.25997,35.148,0.44416,74.531,11.626,-52599.0,667.21,-65.638,1.4109,-60678.0,1426.9,-85.106,3.3496,90.0,0.001,4.0,1.0,9.8021e-6,9.8021e-6,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,PTE-5,-39.525,107.19,8653.9,7370.2,4.4134,14.902,215.13,5.152,36.685,6.5534,36.695,123.91,-54035.0,9720.0,-64.758,19.804,-58627.0,18312.0,-75.622,41.701,90.0,0.001,4.0,0.99962,0.0011133,0.0011133,Ulrich2012,,,
2- phenoxyphenol,,PTE-5,-78.627,10.063,10758.0,659.74,9.9367,1.4086,192.53,0.20422,35.37,0.40567,82.618,11.712,-50976.0,586.38,-63.559,1.2565,-59447.0,1336.9,-84.104,3.1726,90.0,0.001,4.0,1.0,9.9466e-6,9.9466e-6,Ulrich2012,,,
2-chloroaniline,95-51-2,SPB1000,-75.018,42.827,10594.0,2791.8,9.3535,5.9995,189.84,0.74098,34.223,1.5242,77.769,49.882,-52080.0,2325.5,-68.643,5.013,-59845.0,5498.6,-87.533,13.115,90.0,0.001282051282051282,4.0,0.99994,0.00018044,0.00018044,Ulrich2012,aromatic,,
1-methylnaphthalene,90-12-0,SPB1000,-135.72,28.209,13560.0,1822.1,18.182,3.9571,185.36,0.45817,40.252,1.284,151.18,32.901,-43425.0,1387.9,-50.867,3.0226,-57841.0,3433.2,-86.116,8.2485,90.0,0.001282051282051282,4.0,0.99996,7.85e-5,7.85e-5,Ulrich2012,,,
propiophenone,93-55-0,SPB1000,-176.09,78.482,15787.0,4872.9,23.899,11.076,166.33,0.60789,36.557,1.5382,198.71,92.091,-43928.0,1852.4,-56.112,4.208,-59096.0,7272.6,-94.023,18.071,90.0,0.001282051282051282,4.0,0.9997,0.00061501,0.00061501,Ulrich2012,phenones,phenone,
2-naphthol,135-19-3,SPB1000,-159.87,Inf,18528.0,Inf,20.91,Inf,299.49,Inf,50.029,Inf,173.85,Inf,-54497.0,Inf,-51.326,Inf,-90916.0,Inf,-130.5,Inf,90.0,0.001282051282051282,3.0,1.0,1.4987999999999998e-29,Inf,Ulrich2012,,,
2-methylanthracene,613-12-7,SPB1000,-94.789,20.843,13407.0,1699.5,12.031,2.8404,287.43,4.8311,47.169,4.0243,100.03,23.617,-55392.0,4821.5,-54.971,8.4735,-75142.0,6792.8,-98.401,13.384,90.0,0.001282051282051282,4.0,0.99999,4.0447e-5,4.0447e-5,Ulrich2012,,,
"2,3,5-trichlorophenol",933-78-8,SPB1000,-152.82,51.006,17286.0,3778.3,19.962,7.0279,246.39,5.3404,39.036,5.3023,165.97,58.433,-57492.0,7898.3,-66.818,15.074,-83449.0,12197.0,-126.26,25.922,90.0,0.001282051282051282,4.0,0.99995,0.00024761,0.00024761,Ulrich2012,,,
1-decanol,112-30-1,SPB1000,-127.35,4.6378,13313.0,288.55,16.82,0.65432,167.33,0.032178,32.861,0.076706,139.85,5.4403,-49091.0,114.81,-67.607,0.26028,-59906.0,436.19,-94.605,1.0822,90.0,0.001282051282051282,4.0,1.0,2.1463e-6,2.1463e-6,Ulrich2012,alcohol,alcohols,
4-methoxy-1-naphthaldehyde,15971-29-6,SPB1000,-186.32,Inf,19391.0,Inf,24.898,Inf,326.26,Inf,80.435,Inf,207.01,Inf,-37140.0,Inf,-18.118,Inf,-86049.0,Inf,-121.86,Inf,90.0,0.001282051282051282,3.0,1.0,1.5722000000000001e-27,Inf,Ulrich2012,,,
methyl-2-naphthoate,,SPB1000,-111.06,12.954,13858.0,975.18,14.366,1.7813,253.89,1.7507,44.184,1.7941,119.45,14.81,-52270.0,2150.7,-55.334,4.0406,-71846.0,3272.0,-99.823,6.8683,90.0,0.001282051282051282,4.0,1.0,1.5906e-5,1.5906e-5,Ulrich2012,,,
2-methoxy-1-naphthaldehyde,5392-12-1,SPB1000,-179.84,Inf,19175.0,Inf,23.901,Inf,308.7,Inf,64.258,Inf,198.72,Inf,-43805.0,Inf,-31.444,Inf,-87266.0,Inf,-125.12,Inf,90.0,0.001282051282051282,3.0,1.0,1.818e-21,Inf,Ulrich2012,,,
1-naphthalen-1-yl acetate,830-81-9,SPB1000,-107.25,46.257,13694.0,3426.3,13.783,6.3722,247.32,5.2429,41.544,5.3247,114.6,52.981,-54215.0,7034.0,-60.323,13.392,-72244.0,10983.0,-101.57,23.382,90.0,0.001282051282051282,4.0,0.99995,0.00020356,0.00020356,Ulrich2012,,,
methyl-1-naphthoate,,SPB1000,-42.71,23.531,9691.5,1726.2,4.6838,3.2439,244.85,2.266,36.933,1.973,38.944,26.972,-60406.0,3269.9,-72.772,6.2504,-66437.0,5313.9,-86.603,11.447,90.0,0.001282051282051282,4.0,0.99999,5.2754e-5,5.2754e-5,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SPB1000,-91.07,12.805,13243.0,1012.9,11.448,1.7504,275.62,2.3447,43.267,1.9233,95.185,14.554,-57871.0,2619.6,-61.614,4.7094,-75540.0,3798.9,-100.91,7.6692,90.0,0.001282051282051282,4.0,1.0,1.5361e-5,1.5361e-5,Ulrich2012,,,
naphthalen-2-yl acetate,1523-11-1,SPB1000,-108.63,20.486,13817.0,1527.5,13.977,2.8199,250.07,2.4707,42.091,2.4814,116.21,23.446,-54077.0,3228.6,-59.512,6.1124,-72679.0,4988.5,-101.95,10.56,90.0,0.001282051282051282,4.0,0.99999,3.9864e-5,3.9864e-5,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SPB1000,-73.257,5.3716,11672.0,413.37,9.0387,0.73647,264.82,0.82971,42.499,0.71413,75.152,6.1234,-56619.0,967.29,-61.405,1.7759,-69757.0,1451.6,-90.938,2.9993,90.0,0.001282051282051282,4.0,1.0,2.7191e-6,2.7191e-6,Ulrich2012,,,
2- phenoxyphenol,,SPB1000,-151.07,15.761,17163.0,1204.0,19.768,2.1642,258.73,2.2195,42.549,2.1672,164.36,17.994,-55280.0,2853.1,-60.091,5.3114,-83013.0,4222.4,-122.81,8.7422,90.0,0.001282051282051282,4.0,1.0,2.3481e-5,2.3481e-5,Ulrich2012,,,
2-chloroaniline,95-51-2,SPB20,-31.241,Inf,6759.1,Inf,3.3152,Inf,134.26,Inf,30.689,Inf,27.564,Inf,-44968.0,Inf,-66.535,Inf,-46188.0,Inf,-69.705,Inf,90.0,0.001282051282051282,3.0,1.0,2.4251000000000003e-25,Inf,Ulrich2012,aromatic,,
1-methylnaphthalene,90-12-0,SPB20,-29.18,39.637,7084.3,2427.0,2.9786,5.6062,159.54,0.29501,32.304,0.43485,24.766,46.613,-48186.0,651.96,-67.523,1.501,-49908.0,3306.3,-71.862,8.3034,90.0,0.001282051282051282,4.0,0.99993,0.00015756,0.00015756,Ulrich2012,,,
propiophenone,93-55-0,SPB20,-18.72,Inf,6366.7,Inf,1.4133,Inf,137.97,Inf,29.214,Inf,11.751,Inf,-48104.0,Inf,-73.166,Inf,-48668.0,Inf,-74.624,Inf,90.0,0.001282051282051282,3.0,1.0,7.3465e-27,Inf,Ulrich2012,phenones,phenone,
2-naphthol,135-19-3,SPB20,-72.382,9.998,10553.0,659.12,8.964,1.3983,195.19,0.22297,34.515,0.40314,74.531,11.626,-52838.0,619.21,-68.978,1.3189,-60678.0,1371.5,-87.937,3.239,90.0,0.001282051282051282,4.0,1.0,9.8021e-6,9.8021e-6,Ulrich2012,,,
2-methylanthracene,613-12-7,SPB20,-76.239,28.042,11713.0,2065.9,9.4281,3.8647,245.88,2.9435,39.5,2.7973,78.39,32.133,-56704.0,4066.9,-65.409,7.7618,-68924.0,6479.0,-93.405,13.881,90.0,0.001282051282051282,4.0,0.99998,7.4876e-5,7.4876e-5,Ulrich2012,,,
"2,3,5-trichlorophenol",933-78-8,SPB20,-67.856,7.5657,9392.9,468.77,8.4999,1.0681,165.33,0.054782,33.933,0.12188,70.672,8.8805,-47109.0,169.61,-63.596,0.38612,-52433.0,690.18,-76.917,1.7179,90.0,0.001282051282051282,4.0,1.0,5.719e-6,5.719e-6,Ulrich2012,,,
4-methoxy-1-naphthaldehyde,15971-29-6,SPB20,-73.948,5.3313,11672.0,385.26,9.0387,0.73647,237.46,0.44435,36.945,0.42997,75.152,6.1234,-58675.0,690.46,-71.071,1.3411,-69757.0,1140.2,-96.681,2.484,90.0,0.001282051282051282,4.0,1.0,2.7191e-6,2.7191e-6,Ulrich2012,,,
3-phenoxyphenol,713-68-8,SPB20,-146.8,2.1786,16003.0,152.81,19.304,0.30218,223.08,0.13575,38.335,0.17189,160.5,2.5124,-53408.0,241.25,-63.786,0.48349,-74768.0,414.42,-113.9,0.92391,90.0,0.001282051282051282,4.0,1.0,4.5776e-7,4.5776e-7,Ulrich2012,,,
methyl-2-naphthoate,,SPB20,-96.481,27.998,12329.0,1916.0,12.346,3.8955,212.48,1.2626,37.238,1.7625,102.65,32.389,-52657.0,2507.3,-64.588,5.1399,-65229.0,4702.2,-94.422,10.735,90.0,0.001282051282051282,4.0,0.99998,7.6075e-5,7.6075e-5,Ulrich2012,,,
"biphenyl-2,5-diol",1079-21-6,SPB20,-144.48,Inf,16069.0,Inf,18.993,Inf,243.51,Inf,42.669,Inf,157.91,Inf,-52016.0,Inf,-56.835,Inf,-76258.0,Inf,-112.51,Inf,90.0,0.001282051282051282,3.0,1.0,2.7034000000000003e-25,Inf,Ulrich2012,,,
2-methoxy-1-naphthaldehyde,5392-12-1,SPB20,-146.36,2.1898,16003.0,160.21,19.304,0.30218,240.93,0.23023,43.473,0.27125,160.5,2.5124,-50544.0,318.6,-54.477,0.61504,-74768.0,500.0,-110.26,1.0734,90.0,0.001282051282051282,4.0,1.0,4.5776e-7,4.5776e-7,Ulrich2012,,,
1-naphthalen-1-yl acetate,830-81-9,SPB20,-100.68,4.9839,12493.0,334.14,12.929,0.6954,202.99,0.15727,35.777,0.25125,107.5,5.7819,-52685.0,371.63,-66.81,0.77793,-64832.0,752.55,-95.931,1.7499,90.0,0.001282051282051282,4.0,1.0,2.4243e-6,2.4243e-6,Ulrich2012,,,
methyl-1-naphthoate,,SPB20,-61.616,42.928,10184.0,2914.7,7.4081,5.9789,209.09,1.6439,35.173,2.2498,61.595,49.712,-54972.0,3536.2,-70.152,7.3018,-62307.0,6902.0,-87.621,15.884,90.0,0.001282051282051282,4.0,0.99994,0.00017921,0.00017921,Ulrich2012,,,
4-phenoxyphenol,831-82-3,SPB20,-111.84,12.84,13858.0,898.5,14.366,1.7813,222.51,0.75001,36.464,0.88658,119.45,14.81,-56018.0,1372.5,-69.176,2.7532,-71846.0,2402.8,-106.33,5.3757,90.0,0.001282051282051282,4.0,1.0,1.5906e-5,1.5906e-5,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SPB20,-131.14,13.071,14473.0,920.2,17.284,1.8121,224.73,0.93533,42.243,1.2751,143.71,15.066,-48790.0,1484.1,-54.153,2.9637,-68152.0,2527.9,-99.499,5.6175,90.0,0.001282051282051282,4.0,0.99999,1.6461e-5,1.6461e-5,Ulrich2012,,,
naphthalen-2-yl acetate,1523-11-1,SPB20,-96.688,27.935,12329.0,1880.7,12.346,3.8955,204.94,0.94001,35.568,1.4329,102.65,32.389,-53431.0,2162.8,-67.918,4.5079,-65229.0,4311.1,-96.145,9.9885,90.0,0.001282051282051282,4.0,0.99998,7.6075e-5,7.6075e-5,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SPB20,-25.312,41.272,8121.0,2863.7,2.2744,5.7309,219.49,2.1178,34.668,2.352,18.91,47.649,-58206.0,3980.4,-74.308,8.0318,-60654.0,7345.5,-80.075,16.606,90.0,0.001282051282051282,4.0,0.99995,0.00016465,0.00016465,Ulrich2012,,,
2- phenoxyphenol,,SPB20,-73.763,55.768,10676.0,3695.9,9.1577,7.7938,197.67,1.3937,34.831,2.3999,76.142,64.801,-52915.0,3659.4,-68.548,7.7509,-61114.0,7883.4,-88.319,18.531,90.0,0.001282051282051282,4.0,0.9999,0.00030451,0.00030451,Ulrich2012,,,
2-chloroaniline,95-51-2,SPBoctyl,-21.77,22.352,5924.0,1430.1,2.5145,3.1399,180.92,0.30816,43.112,1.0048,20.906,26.106,-39762.0,928.32,-32.19,2.0419,-41663.0,2548.7,-36.861,6.1801,90.0,0.0003201024327784891,4.0,0.99997,4.9424e-5,4.9424e-5,Ulrich2012,aromatic,,
2-naphthol,135-19-3,SPBoctyl,-55.588,41.21,9146.6,3035.0,7.1377,5.6795,245.82,5.4136,49.488,6.4305,59.346,47.222,-45250.0,5955.2,-31.813,11.366,-54497.0,9503.5,-53.001,20.37,90.0,0.0003201024327784891,4.0,0.99993,0.00016171,0.00016171,Ulrich2012,,,
"2,3,5-trichlorophenol",933-78-8,SPBoctyl,-33.964,25.791,7412.1,1811.6,4.145,3.5755,224.95,2.0386,46.397,2.8404,34.464,29.729,-44462.0,2746.1,-33.882,5.4766,-49113.0,4867.6,-44.773,10.88,90.0,0.0003201024327784891,4.0,0.99997,6.4091e-5,6.4091e-5,Ulrich2012,,,
1-decanol,112-30-1,SPBoctyl,-65.593,7.6434,9392.9,506.94,8.4999,1.0681,198.01,0.22914,41.201,0.46435,70.672,8.8805,-44799.0,506.78,-39.703,1.0726,-52433.0,1085.6,-58.105,2.5499,90.0,0.0003201024327784891,4.0,1.0,5.719e-6,5.719e-6,Ulrich2012,alcohol,alcohols,
4-methoxy-1-naphthaldehyde,15971-29-6,SPBoctyl,-49.21,10.049,9937.8,825.32,6.046,1.3675,293.37,2.6089,49.281,2.0755,50.269,11.37,-54149.0,2334.4,-40.202,4.0495,-64372.0,3308.2,-62.557,6.4978,90.0,0.0003201024327784891,4.0,1.0,9.3749e-6,9.3749e-6,Ulrich2012,,,
3-phenoxyphenol,713-68-8,SPBoctyl,-97.661,5.0871,12493.0,404.19,12.929,0.6954,275.49,1.1981,55.751,1.3175,107.5,5.7819,-44891.0,1078.9,-26.443,1.9419,-64832.0,1543.1,-70.801,3.0987,90.0,0.0003201024327784891,4.0,1.0,2.4243e-6,2.4243e-6,Ulrich2012,,,
methyl-2-naphthoate,,SPBoctyl,-48.005,Inf,9404.1,Inf,5.925,Inf,268.11,Inf,47.275,Inf,49.263,Inf,-51526.0,Inf,-39.816,Inf,-60300.0,Inf,-59.477,Inf,90.0,0.0003201024327784891,3.0,1.0,1.1872e-28,Inf,Ulrich2012,,,
"biphenyl-2,5-diol",1079-21-6,SPBoctyl,-90.845,5.1853,12288.0,429.57,11.957,0.70567,292.44,1.5645,57.897,1.5827,99.413,5.8672,-45938.0,1281.3,-25.843,2.2317,-66063.0,1776.4,-69.888,3.455,90.0,0.0003201024327784891,4.0,1.0,2.4964e-6,2.4964e-6,Ulrich2012,,,
2-methoxy-1-naphthaldehyde,5392-12-1,SPBoctyl,-28.996,Inf,8750.5,Inf,3.1524,Inf,283.18,Inf,44.236,Inf,26.21,Inf,-58174.0,Inf,-49.189,Inf,-63238.0,Inf,-60.368,Inf,90.0,0.0003201024327784891,3.0,1.0,1.6565999999999998e-29,Inf,Ulrich2012,,,
1-naphthalen-1-yl acetate,830-81-9,SPBoctyl,-75.922,10.259,10758.0,780.91,9.9367,1.4086,259.3,1.7766,51.852,1.9982,82.618,11.712,-45460.0,1778.0,-29.999,3.3026,-59447.0,2683.9,-61.615,5.588,90.0,0.0003201024327784891,4.0,1.0,9.9466e-6,9.9466e-6,Ulrich2012,,,
methyl-1-naphthoate,,SPBoctyl,-70.649,56.938,10676.0,4451.2,9.1577,7.7938,270.83,11.729,51.968,11.946,76.142,64.801,-47345.0,11073.0,-31.654,20.095,-61114.0,16260.0,-62.423,33.142,90.0,0.0003201024327784891,4.0,0.9999,0.00030451,0.00030451,Ulrich2012,,,
4-phenoxyphenol,831-82-3,SPBoctyl,-62.704,10.14,10348.0,790.98,7.9913,1.388,270.58,1.9724,49.249,1.8806,66.444,11.541,-49911.0,1940.0,-36.416,3.5211,-61909.0,2866.8,-63.234,5.8579,90.0,0.0003201024327784891,4.0,1.0,9.6586e-6,9.6586e-6,Ulrich2012,,,
1-(2-hydroxynaphthalen-1-yl)ethanone,574-19-6,SPBoctyl,-66.4,23.488,10512.0,1900.0,8.5745,3.2029,285.2,6.1187,54.461,5.8675,71.293,26.63,-47595.0,5232.9,-29.864,9.2313,-61511.0,7450.1,-60.531,14.782,90.0,0.0003201024327784891,4.0,0.99998,5.1427e-5,5.1427e-5,Ulrich2012,,,
naphthalen-2-yl acetate,1523-11-1,SPBoctyl,-54.766,Inf,9612.8,Inf,6.9062,Inf,258.38,Inf,47.547,Inf,57.421,Inf,-49404.0,Inf,-37.569,Inf,-59073.0,Inf,-59.443,Inf,90.0,0.0003201024327784891,3.0,1.0,5.6601e-28,Inf,Ulrich2012,,,
1-(1-hydroxynaphthalen-2-yl)ethanone,711-79-5,SPBoctyl,-62.382,10.184,10348.0,826.81,7.9913,1.388,287.11,2.6659,53.468,2.459,66.444,11.541,-48812.0,2292.5,-31.745,4.0282,-61909.0,3259.8,-60.554,6.452,90.0,0.0003201024327784891,4.0,1.0,9.6586e-6,9.6586e-6,Ulrich2012,,,
2- phenoxyphenol,,SPBoctyl,-61.412,Inf,9821.5,Inf,7.8873,Inf,253.64,Inf,48.973,Inf,65.579,Inf,-47114.0,Inf,-34.057,Inf,-57845.0,Inf,-58.452,Inf,90.0,0.0003201024327784891,3.0,1.0,7.908299999999999e-29,Inf,Ulrich2012,,,
2-chloroaniline,95-51-2,SUPELCOWAX,-111.02,4.9103,12903.0,371.99,14.875,0.67486,255.45,0.85438,55.437,1.1153,123.68,5.6111,-41907.0,853.92,-23.901,1.6001,-62369.0,1277.0,-70.33,2.6625,90.0,0.0003201024327784891,4.0,1.0,2.2832e-6,2.2832e-6,Ulrich2012,aromatic,,
1-methylnaphthalene,90-12-0,SUPELCOWAX,-95.496,10.466,11374.0,787.94,12.855,1.4394,253.16,1.9008,60.111,2.7245,106.88,11.968,-38314.0,1758.5,-17.419,3.3099,-55753.0,2656.8,-57.079,5.5704,90.0,0.0003201024327784891,4.0,1.0,1.0386e-5,1.0386e-5,Ulrich2012,,,
propiophenone,93-55-0,SUPELCOWAX,-64.995,7.7037,9392.9,541.3,8.4999,1.0681,224.62,0.62473,48.0,0.93054,70.672,8.8805,-42919.0,838.98,-30.843,1.675,-52433.0,1464.4,-53.127,3.2671,90.0,0.0003201024327784891,4.0,1.0,5.719e-6,5.719e-6,Ulrich2012,phenones,phenone,
"2,3,5-trichlorophenol",933-78-8,SUPELCOWAX,-118.41,Inf,15045.0,Inf,15.597,Inf,313.21,Inf,58.282,Inf,129.68,Inf,-49049.0,Inf,-28.27,Inf,-77995.0,Inf,-90.403,Inf,90.0,0.0003201024327784891,3.0,1.0,9.1626e-22,Inf,Ulrich2012,,,
1-decanol,112-30-1,SUPELCOWAX,-76.889,10.132,10758.0,697.23,9.9367,1.4086,215.14,0.53602,40.367,0.77147,82.618,11.712,-49108.0,944.7,-45.193,1.9253,-59447.0,1746.9,-69.655,3.9698,90.0,0.0003201024327784891,4.0,1.0,9.9466e-6,9.9466e-6,Ulrich2012,alcohol,alcohols,
