Name,CAS,Cnumber,Hnumber,Onumber,Nnumber,Ringnumber,Molmass,Phase,Tchar,thetachar,DeltaCp,phi0,Annotation
2378-TCDD,1746-1-6,12,4,2,0,3,321.97096,RtxDioxin2,287.1,38.123,67.43,0.0005555555555555556,Stultz2020
12378-PCDF,57117-41-6,12,3,1,0,3,340.41662,RtxDioxin2,300.09,39.913,87.967,0.0005555555555555556,Stultz2020
23478-PCDF,57117-31-4,12,3,1,0,3,340.41662,RtxDioxin2,302.54,39.542,92.374,0.0005555555555555556,Stultz2020
12378-PCDD,40321-76-4,12,3,2,0,3,356.41602,RtxDioxin2,305.05,39.831,101.02,0.0005555555555555556,Stultz2020
123678-HxCDF,57117-44-9,12,2,1,0,3,374.86168,RtxDioxin2,316.19,40.743,102.1,0.0005555555555555556,Stultz2020
123478-HxCDF,70648-26-9,12,2,1,0,3,374.86168,RtxDioxin2,318.19,41.712,111.16,0.0005555555555555556,Stultz2020
123478-HxCDD,39227-28-6,12,2,2,0,3,390.86108,RtxDioxin2,319.28,40.653,113.74,0.0005555555555555556,Stultz2020
234678-HxCDF,60851-34-5,12,2,1,0,3,374.86168,RtxDioxin2,319.9,40.906,104.26,0.0005555555555555556,Stultz2020
123678-HxCDD,57653-85-7,12,2,2,0,3,390.86108,RtxDioxin2,321.1,40.619,107.76,0.0005555555555555556,Stultz2020
123789-HxCDD,19408-74-3,12,2,2,0,3,390.86108,RtxDioxin2,322.47,40.459,91.293,0.0005555555555555556,Stultz2020
123789-HxCDF,72918-21-9,12,2,1,0,3,374.9,RtxDioxin2,325.41,42.005,100.94,0.0005555555555555556,Stultz2020
1234678-HpCDF,67562-39-4,12,1,1,0,3,409.30674,RtxDioxin2,334.39,42.595,112.83,0.0005555555555555556,Stultz2020
1234678-HPCDD,35822-46-9,12,1,2,0,3,425.30614,RtxDioxin2,338.21,42.144,118.07,0.0005555555555555556,Stultz2020
1234789-HpCDF,55673-89-7,12,1,1,0,3,409.3,RtxDioxin2,342.1,43.507,117.57,0.0005555555555555556,Stultz2020
2378-TCDF,51207-31-9,12,4,1,0,3,305.97156,Rxi17SilMS,301.72,46.438,217.92,0.001,Stultz2020
2378-TCDD,1746-1-6,12,4,2,0,3,321.97096,Rxi17SilMS,303.23,46.727,222.25,0.001,Stultz2020
12378-PCDF,57117-41-6,12,3,1,0,3,340.41662,Rxi17SilMS,319.96,49.148,197.05,0.001,Stultz2020
12378-PCDD,40321-76-4,12,3,2,0,3,356.41602,Rxi17SilMS,322.52,48.528,207.53,0.001,Stultz2020
23478-PCDF,57117-31-4,12,3,1,0,3,340.41662,Rxi17SilMS,324.29,48.508,190.9,0.001,Stultz2020
123678-HxCDF,57117-44-9,12,2,1,0,3,374.86168,Rxi17SilMS,339.57,50.303,177.68,0.001,Stultz2020
123478-HxCDF,70648-26-9,12,2,1,0,3,374.86168,Rxi17SilMS,339.59,51.592,189.49,0.001,Stultz2020
123678-HxCDD,57653-85-7,12,2,2,0,3,390.86108,Rxi17SilMS,340.13,49.257,189.4,0.001,Stultz2020
123478-HxCDD,39227-28-6,12,2,2,0,3,390.86108,Rxi17SilMS,340.86,50.873,200.38,0.001,Stultz2020
234678-HxCDF,60851-34-5,12,2,1,0,3,374.86168,Rxi17SilMS,344.22,50.342,178.18,0.001,Stultz2020
123789-HxCDD,19408-74-3,12,2,2,0,3,390.86108,Rxi17SilMS,344.97,50.341,177.76,0.001,Stultz2020
1234678-HpCDF,67562-39-4,12,1,1,0,3,409.30674,Rxi17SilMS,353.45,51.509,175.93,0.001,Stultz2020
1234678-HPCDD,35822-46-9,12,1,2,0,3,425.30614,Rxi17SilMS,353.57,43.727,37.166,0.001,Stultz2020
123789-HxCDF,72918-21-9,12,2,1,0,3,374.9,Rxi17SilMS,354.15,53.722,176.02,0.001,Stultz2020
