Compound\T [°C] ->,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260
alpha-Pinen,1.26924767477703,0.854253871437923,0.467129192723529,0.103429815726338,-0.217325877438127,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
beta-Pinene,1.79176362511867,1.35122841826216,0.943030174913764,0.560610185597851,0.21806187094504,-0.107956443395263,-0.413189525244822,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
Benzaldehyd,2.69773381776625,2.20163974246091,1.74280048506064,1.3154084888804,0.927844542990894,0.560539194375238,0.219127998784953,-0.0975074148037335,--,--,--,--,--,--,--,--,--,--,--,--,--,
Salicylaldehyd,--,2.82023782521498,2.33415453261469,1.88130099756279,1.46878837267305,1.07819988026364,0.714682859722688,0.375949995528312,0.0596426260205175,-0.235366218812883,--,--,--,--,--,--,--,--,--,--,--,
Menthol,--,--,2.6871980227089,2.19894501179407,1.75286854674877,1.33210758921132,0.93998326764621,0.575012680714057,0.233975029449303,-0.0834390941933436,--,--,--,--,--,--,--,--,--,--,--,
Methyl-2-Octyonate,--,--,--,2.8292117738187,2.34870324772007,1.87088765012388,1.42584878088796,1.01097445667997,0.625032691166309,0.263053334845518,-0.0711312094380218,--,--,--,--,--,--,--,--,--,--,
Methylsalicylat,--,--,--,2.85642854110689,2.36295548509961,1.92353695847273,1.51297061527491,1.12935622306708,0.771345533182097,0.435618960344712,0.122752789502181,-0.171625354144999,--,--,--,--,--,--,--,--,--,
Isobornylacetat,--,--,--,3.06662545789783,2.57709925249167,2.11681016039985,1.68763343100446,1.28601404022642,0.911865272610459,0.561037950109656,0.235033475967185,-0.0730579991788803,--,--,--,--,--,--,--,--,--,
Carvone,--,--,--,3.17152466988782,2.6779572688847,2.213274661914,1.77929593217931,1.37474147554355,0.996196658562821,0.641875579419868,0.312499931461245,0.00225457140682054,-0.288443232438974,--,--,--,--,--,--,--,--,
beta-Caryophyllene,--,--,--,--,3.10417038286033,2.63598574991429,2.1980617515231,1.7873568356031,1.40360727300962,1.04345187175935,0.70648162401276,0.391034093886512,0.0888380950577707,-0.21000370664698,--,--,--,--,--,--,--,
d-Damascone,--,--,--,--,--,2.76118029106747,2.29746210586005,1.86353135388169,1.45911639303839,1.07964243252833,0.725429719247478,--,--,-0.187489615753814,--,--,--,--,--,--,--,
E-beta-Damascone,--,--,--,--,--,3.0793561571887,2.59908060033238,2.14987840709816,1.73037482471463,1.33719947187127,0.969400917494201,0.624605182722877,0.30099042620207,-0.00208760684882296,--,--,--,--,--,--,--,
Majantol,--,--,--,--,--,--,2.72882841771706,2.27393104093454,1.85087501116079,1.45470225936204,1.08398963977671,0.735946502226413,0.410057730264366,0.104809583712372,--,--,--,--,--,--,--,
Amylsalicylate,--,--,--,--,--,--,--,3.0595654730996,2.59585406352473,2.16032520683513,1.75338505552197,1.37111705859052,1.01120374917513,0.673158887441995,0.356290278342396,0.0551917459370036,-0.21679716725918,--,--,--,--,
3-Propylidenephthalide,--,--,--,--,--,--,--,--,3.0839487946468,2.64377931256275,2.23190612692394,1.84430998780591,1.47897052397834,1.13500277506717,0.811648181637814,0.504901125152716,0.225394582615189,-0.0498333908010519,--,--,--,
Isoeugenylacetat,--,--,--,--,--,--,--,--,--,2.85291860936782,2.39691965792773,1.96849631092483,1.56854901194237,1.18926714673109,0.834907632697872,--,0.194706618129925,-0.101206251458635,--,--,--,
alpha-Acetylcedrene A,--,--,--,--,--,--,--,--,--,3.11295438967709,2.67472939312665,2.26452964683905,1.87694850751556,1.51184714371417,1.16887281358621,0.844225716416703,0.545863272454219,0.255840609251057,-0.0169943274546305,--,--,
alpha-Acetylcedrene B,--,--,--,--,--,--,--,--,--,--,--,--,--,1.53239014159569,1.19874933137629,0.879805314540125,0.588798803558955,0.304789178907233,0.0463111214521964,--,--,
alpha-Acetylcedrene C,--,--,--,--,--,--,--,--,--,--,--,--,--,1.57531208651382,1.23454386519098,0.910025954773825,0.611136873894922,0.320125934332217,0.0928222250356208,--,--,
Hexadecanolaceton,--,--,--,--,--,--,--,--,--,--,--,2.91811276726939,2.50431798759489,2.11450192107262,1.74847755798506,1.40116919656391,1.08020027728767,0.769468495049475,0.478215029288684,0.200808923027792,-0.0599245747181839,
