Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
Ebanol A,-90.97,11264.0,11.688,175.0,33.328,97.18,-84908.0,-221.9,250.0,90.0,1.0,1.0,3.2177,3.2177,0.64354,0.64354,8,8,true,true
Ebanol B,-94.672,11545.0,12.198,176.37,33.336,101.42,-86864.0,-229.34,250.0,90.0,0.99999,0.99999,7.3504,7.3504,1.4701,1.4701,8,8,true,true
Iso E Super A,-95.709,12348.0,12.259,213.43,37.09,101.93,-93497.0,-235.18,250.0,90.0,1.0,1.0,8.3596,8.3596,1.1942,1.1942,10,10,true,true
Iso E Super B,-96.261,12388.0,12.341,214.73,37.385,102.61,-93763.0,-236.03,250.0,90.0,1.0,1.0,4.0741,4.0741,1.0185,1.0185,7,7,true,true
Iso E Super C,-93.342,12161.0,11.955,217.18,38.167,99.398,-92167.0,-229.41,250.0,90.0,1.0,1.0,5.3136,5.3136,1.3284,1.3284,7,7,true,true
Iso E Super D,-98.911,12655.0,12.696,218.27,37.639,105.56,-95719.0,-241.83,250.0,90.0,1.0,1.0,3.422,3.422,0.8555,0.8555,7,7,true,true
