Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1
Farnesol A,-108.94,13698.0,13.933,210.18,33.545,115.85,-71825.0,-107.01,250.0,90.0,0.99999,0.99999,3.6088e-5,3.6088e-5,7.2175e-6,7.2175e-6,8,8,true,false,allergenic fragrances
Amylcinnamylalkohol A,-90.024,12533.0,11.279,213.44,33.608,93.779,-70153.0,-101.91,250.0,90.0,0.99998,0.99998,7.5434e-5,7.5434e-5,1.8858e-5,1.8858e-5,7,7,true,false,allergenic fragrances
Farnesol B,-143.29,15819.0,18.806,215.35,35.982,156.36,-74741.0,-113.34,250.0,90.0,0.99999,0.99999,5.2339e-5,5.2339e-5,8.7231e-6,8.7231e-6,9,9,true,false,allergenic fragrances
Amylcinnamylalkohol B,-106.27,13566.0,13.591,219.77,35.38,113.0,-71762.0,-104.45,250.0,90.0,1.0,1.0,1.756e-5,1.756e-5,2.9267e-6,2.9267e-6,9,9,true,false,allergenic fragrances
Amylcinnamylalkohol C,-115.82,14110.0,14.969,223.2,36.877,124.46,-72122.0,-104.89,250.0,90.0,1.0,1.0,5.5466e-6,5.5466e-6,1.8489e-6,1.8489e-6,6,6,true,false,allergenic fragrances
