Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1
Terpinolene,-70.088,8477.6,9.0437,119.46,31.285,75.193,-43180.0,-64.297,250.0,90.0,1.0,1.0,2.3965e-5,2.3965e-5,3.9942e-6,3.9942e-6,9,9,true,false,allergenic fragrances
Anethol,-80.351,10338.0,10.247,166.73,33.185,85.2,-55018.0,-80.637,250.0,90.0,1.0,1.0,3.4056e-6,3.4056e-6,5.6759e-7,5.6759e-7,9,9,true,false,allergenic fragrances
alpha Damascone,-87.621,11045.0,11.227,176.46,33.705,93.343,-57937.0,-84.938,250.0,90.0,1.0,1.0,2.5235e-6,2.5235e-6,3.605e-7,3.605e-7,10,10,true,false,allergenic fragrances
Santalol A,-98.032,12629.0,12.544,213.9,36.386,104.29,-67126.0,-95.999,250.0,90.0,1.0,1.0,2.8391e-5,2.8391e-5,4.0559e-6,4.0559e-6,10,10,true,false,allergenic fragrances
Santalol B,-101.12,12937.0,12.945,214.91,35.986,107.63,-68479.0,-98.673,250.0,90.0,1.0,1.0,1.5131e-5,1.5131e-5,3.7829e-6,3.7829e-6,7,7,true,false,allergenic fragrances
Amylcinnamylaldehyd,-102.74,13133.0,13.144,215.63,35.611,109.29,-69510.0,-100.68,250.0,90.0,1.0,1.0,2.4348e-5,2.4348e-5,3.4783e-6,3.4783e-6,10,10,true,false,allergenic fragrances
Santalol C,-120.48,14255.0,15.657,219.54,37.114,130.18,-71245.0,-104.18,250.0,90.0,0.99998,0.99998,1.4897e-5,1.4897e-5,7.4486e-6,7.4486e-6,5,5,true,false,allergenic fragrances
Santalol D,-117.46,14115.0,15.223,221.36,37.124,126.57,-71394.0,-103.92,250.0,90.0,0.99998,0.99998,1.7169e-5,1.7169e-5,8.5847e-6,8.5847e-6,5,5,true,false,allergenic fragrances
