Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric,Cat_1
2-Pentadecanone,-111.18,13868.0,14.252,212.89,34.033,118.49,-72274.0,-107.37,250.0,90.0,0.99998,0.00015525,3.105e-5,8,ketone
