Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric,Cat_1
PCB 28,-115.78,8.1723,14579.0,598.45,14.949,1.1238,255.91,0.21591,41.962,0.42461,124.29,9.3439,-55462.0,563.04,-58.922,1.0616,-76083.0,1650.3,-105.69,3.6737,90.0,250.0,0.99999,5.0941e-5,1.0188e-5,8,PCB
PCB 52,-198.04,17.91,20421.0,1325.1,26.334,2.458,263.82,0.30885,45.906,0.84816,218.95,20.437,-52222.0,966.72,-51.346,1.7977,-90279.0,3683.2,-136.98,8.1948,90.0,250.0,0.99988,0.00088329,0.00012618,10,PCB
PCB 101,-110.87,10.468,15153.0,795.52,14.088,1.4312,278.87,0.28419,41.309,0.51787,117.13,11.9,-61333.0,771.5,-65.2,1.3941,-83455.0,2377.3,-114.25,5.1754,90.0,250.0,0.99997,0.00029945,4.2779e-5,10,PCB
PCB 138,-148.22,19.902,18515.0,1578.9,19.145,2.7026,306.81,0.59977,45.383,1.151,159.18,22.471,-61622.0,1568.0,-60.345,2.697,-96134.0,5121.3,-134.86,10.863,90.0,250.0,0.99984,0.0016966,0.00021208,11,PCB
PCB 153,-98.217,9.7054,14855.0,756.53,12.233,1.3217,294.65,0.30406,40.764,0.48785,101.71,10.99,-65758.0,790.12,-69.905,1.3874,-86573.0,2384.9,-115.36,5.1049,90.0,250.0,0.99997,0.00023416,3.3451e-5,10,PCB
PCB 180,-132.88,18.954,17902.0,1529.0,16.935,2.568,316.48,0.73959,43.914,1.1675,140.8,21.351,-65825.0,1757.8,-65.73,2.9713,-97715.0,5149.6,-133.98,10.77,90.0,250.0,0.99987,0.0015318,0.00019147,11,PCB
