Methyl linolelaidate,,,,,,,,,,,,2.94317024172181,2.94427037703824,2.47706290445757,2.47945812759669,2.0492687546687,2.04771392712813,1.64731969846685,1.64158192436993,1.64357519345844,1.25713025666181,0.892650357195526,0.550430621262052,0.226162429079232,-0.0820561470040971,-0.381268284824152,,,,,FAME,
Methyl linoleate,,,,,,,,,,,,3.01698700056316,3.01547273979498,2.54211706582461,2.54363038902136,2.10445951641609,2.15399225570226,1.69471069638734,1.68960360150719,1.691532062817,1.29724536984038,0.926875761415513,0.550430621262052,0.24954750626848,-0.0642847543211721,-0.381268284824152,,,,,FAME,
Methyl arachidate,,,,,,,,,,,,,,3.22563036887976,3.22468412097685,2.74892770123776,2.74584981033322,2.30045835594568,2.29535118493909,2.29766343911185,1.87103645835751,1.46819812357912,1.09258233715715,0.737802892199643,0.397478027091123,0.0647340670236023,-0.240456448641184,,,,FAME,saturated FAME
Methyl gamma linolenate,,,,,,,,,,,,2.94738092377833,2.94817350831754,2.48536458223189,2.4853935705719,2.05915595342667,2.05812187753749,1.66090642285549,1.65536725796178,1.65734160391187,1.27373300233993,0.911229617848197,0.572894923811906,0.24954750626848,-0.0572139579367639,-0.362115075038303,,,,,FAME,
Methyl cis-11-eicosenoate,,,,,,,,,,,,,,,,,2.74480726022297,,2.29535118493909,2.29635575970046,1.87405222534825,1.46819812357912,1.10680960299345,0.756539367239357,0.419538326539954,0.092261015423134,-0.211342533553435,,,,FAME,
Methyl alpha linolenate,,,,,,,,,,,,3.05798528249026,3.05734167935994,2.58815773596289,2.58973744841056,2.15601608301548,2.15399225570226,1.75068092291222,1.74628071621322,1.74757377629897,1.35877953847766,0.992000998100739,0.647809645274939,0.321400998377858,0.0106408337989847,-0.297670262920207,,,,,FAME,
Methyl heneicosanoate,,,,,,,,,,,,,,,,3.12781195894985,3.12572730281266,2.66403642679885,2.65764352781686,2.65852285230089,2.21206080944897,1.79544713244355,1.40260128957295,1.03442964673386,0.680799643546476,0.334933396063142,0.0186856270015779,-0.287411112760038,,,FAME,saturated FAME
"cis-11,14-Eicosadienoic acid methyl ester",,,,,,,,,,,,,,,3.27317782052595,2.80493732167145,2.80328737581789,2.36473479396057,2.35859087143521,,1.9410394947529,1.5436242143291,1.17093205061453,0.820957566151376,0.48491969571851,0.153755700404523,-0.147687025843426,,,,FAME,
Methyl behenate,,,,,,,,,,,,,,,,,3.50239970506977,3.02201289492441,3.01656996726636,3.01641134911689,,2.11917379711234,1.71145021720557,1.32961996123844,0.961364795030394,0.605098358344966,0.27611419201932,-0.0368532605406398,-0.351295466634843,,FAME,saturated FAME
"cis-8,11,14-Eicosatrienoic acid methyl ester",,,,,,,,,,,,,,,3.26962487708131,,2.80269318096745,,2.36197351627988,2.36110375655165,1.94759261426994,1.5540428164308,1.18509040219744,0.836796555656841,0.503118232577006,0.176219090820596,-0.124845698360953,,,,FAME,
Methyl erucate,,,,,,,,,,,,,,,,,,3.0815795229376,3.07690721077601,3.01784616367541,,2.12543374450045,1.72266139259131,1.34434334550902,0.983946849662604,0.62833868500042,0.303481500891603,-0.00951594035420719,-0.318578339064249,,FAME,
"cis-11,14,17-Eicosatrienoic acid methyl ester",,,,,,,,,,,,,,,3.38474578421829,2.91358873877923,2.91052815927646,,2.46344070659014,2.46272039301204,2.04274449342067,1.64262840516101,1.26699041092295,0.915056444229747,0.576516540752683,0.245878539437868,-0.0592945797523187,-0.351719272385213,,,FAME,
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",,,,,,,,,,,,,,,3.25016514866722,2.79201530234283,2.78903190415995,,2.3613573628429,2.36264113523231,1.94479096913875,1.5540428164308,1.1890889778323,0.842479309275145,0.511085715966395,0.187231947146469,-0.109932136684372,-0.395331820497461,,,FAME,
Methyl tricosanoate,,,,,,,,,,,,,,,,,,3.37501920054694,3.37409994272797,3.37339215983833,,2.44342800861864,2.01939226673158,1.62182038237268,1.24242604442421,0.873017331188005,0.532658626361767,0.207645143584125,-0.112025841205708,,FAME,saturated FAME
"cis-13,16-Docosadienoic acid methyl ester",,,,,,,,,,,,,,,,,3.55630599174725,3.0815795229376,3.07615888734533,3.07709513939504,,2.19042629244726,1.78848739593421,1.40844065973416,1.04524119117352,0.693267065799174,0.36531283682802,0.0556890642834165,-0.252024183578124,,FAME,
Methyl lignocerate,,,,,,,,,,,,,,,,,,,3.72644658024858,3.72746201962891,,2.76471766132954,2.32468558904656,1.91498719030749,1.51980189076993,1.13960854674306,0.786328095562327,0.449663307095354,0.123102529010768,-0.180173499650353,FAME,
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",,,,,,,,,,,,,,,,,2.89612580097599,,,,2.04274449342067,1.65018844569661,1.28349801022498,0.935978171725745,0.604063113906127,0.278939687766422,-0.0212264149664541,-0.395331820497461,,,FAME,
Methyl nervonate,,,,,,,,,,,,,,,,,,,,,,2.76718548222663,2.33364141783751,1.92897698810304,1.53848075932489,1.16159378271744,0.811739125017027,0.479031444520385,0.152219218609913,-0.144638086559961,FAME,
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",,,,,,,,,,,,,,,,,3.64194253060401,,3.1730327332211,3.17312082909799,,2.30112468330493,1.90547538109013,1.53334913134135,1.1751263809728,0.827743747015924,0.505008400978765,0.199481257036098,-0.10456090722653,,FAME,
