Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric
Pentanol,-63.37,3.6512,6853.3,189.41,8.3184,0.53154,80.359,0.13894,31.939,0.19181,69.163,4.4195,-32532.0,197.04,-51.881,0.55384,-31865.0,203.03,-50.02,0.56885,90.0,125.0,0.9999,0.00142,0.00011834,15
Heptanol,-78.238,1.3357,8659.4,76.082,10.237,0.19123,124.03,0.051603,34.343,0.030472,85.117,1.59,-38192.0,35.31,-56.013,0.086229,-41088.0,65.427,-63.637,0.16768,90.0,125.0,0.99999,0.00013411,1.3411e-5,13
1-Nonanol,-80.776,2.4695,9734.1,152.05,10.405,0.34908,161.3,0.062517,36.201,0.074321,86.509,2.9024,-43350.0,89.868,-59.637,0.20535,-49518.0,225.98,-75.145,0.55982,90.0,125.0,0.99999,0.00022124,2.2124e-5,13
1-Decanol,-83.073,2.6237,10321.0,167.1,10.638,0.36891,177.87,0.057175,36.828,0.10243,88.452,3.0673,-45925.0,128.27,-61.68,0.28351,-53696.0,298.71,-80.846,0.72287,90.0,125.0,0.99999,0.00014038,1.5598e-5,12
1-Undecanol,-83.553,3.6303,10792.0,238.12,10.617,0.50803,193.28,0.069153,37.256,0.14857,88.277,4.224,-48553.0,194.16,-63.949,0.4154,-57670.0,477.74,-86.045,1.1362,90.0,125.0,0.99999,7.3624e-5,1.0518e-5,10
1-Dodecanol,-97.81,4.6812,12096.0,316.01,12.548,0.65226,207.9,0.12348,38.185,0.23483,104.33,5.4232,-50388.0,310.95,-64.601,0.64472,-62688.0,711.58,-93.933,1.6561,90.0,125.0,0.99999,5.7179e-5,9.5298e-6,9
