Name,A,err_A,B,err_B,C,err_C,Tchar,err_Tchar,thetachar,err_thetachar,DeltaCp,err_DeltaCp,DeltaHchar,err_DeltaHchar,DeltaSchar,err_DeltaSchar,DeltaHref,err_DeltaHref,DeltaSref,err_DeltaSref,Tref,beta0,R²_Kcentric,χ²_Kcentric,χ̄²_Kcentric,n_Kcentric,Cat_1
Benzene,-94.563,4.7818,7089.1,227.2,13.481,0.70815,40.903,0.65567,34.542,0.5027,112.09,5.8879,-23740.0,359.44,-29.686,1.1114,-18237.0,482.43,-13.404,1.4475,90.0,250.0,0.99948,0.0016413,0.00018237,12,BTEX
Ethylbenzene,-117.55,2.4822,9578.1,131.56,16.404,0.35994,90.196,0.10378,36.493,0.13907,136.39,2.9927,-30079.0,115.91,-36.876,0.31636,-30106.0,118.83,-36.95,0.32163,90.0,250.0,0.99997,0.00036189,4.021e-5,12,BTEX
Toluene,-126.3,2.0828,9491.4,105.09,17.833,0.30473,68.443,0.10082,34.322,0.14044,148.27,2.5337,-28267.0,116.86,-36.843,0.33948,-25071.0,131.76,-27.769,0.3786,90.0,250.0,0.99995,0.00031597,2.8724e-5,14,BTEX
o-Xylene,-124.83,4.0234,10193.0,216.29,17.384,0.58193,96.767,0.16198,36.371,0.19487,144.54,4.8384,-31281.0,169.82,-38.655,0.45457,-32259.0,178.16,-41.324,0.47256,90.0,250.0,0.99988,0.0014335,0.00013032,14,BTEX
m-Xylene,-127.2,2.875,10204.0,152.9,17.757,0.41665,91.635,0.11293,35.711,0.15406,147.64,3.4643,-30982.0,135.03,-39.024,0.36734,-31223.0,138.5,-39.687,0.37373,90.0,250.0,0.99995,0.00052159,5.7954e-5,12,BTEX
p-Xylene,-129.1,2.3906,10315.0,127.15,18.027,0.34645,91.668,0.093622,35.598,0.12729,149.89,2.8806,-31085.0,112.29,-39.3,0.30546,-31335.0,115.23,-39.986,0.31087,90.0,250.0,0.99997,0.00036063,4.007e-5,12,BTEX
