Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
Pentanol,-63.37,6853.3,8.3184,80.359,31.939,69.163,-31865.0,-50.02,125.0,90.0,0.9999,0.9999,0.00142,0.00142,0.00011834,0.00011834,15,15,true,false
Heptanol,-75.678,8519.3,9.8687,124.07,34.307,82.053,-41036.0,-63.483,125.0,90.0,0.99998,0.99998,0.00054262,0.00054262,4.5218e-5,4.5218e-5,15,15,true,false
Nonanol,-80.776,9734.1,10.405,161.3,36.201,86.509,-49518.0,-75.145,125.0,90.0,0.99999,0.99999,0.00022124,0.00022124,2.2124e-5,2.2124e-5,13,13,true,false
Decanol,-83.073,10321.0,10.638,177.87,36.828,88.452,-53696.0,-80.846,125.0,90.0,0.99999,0.99999,0.00014038,0.00014038,1.5598e-5,1.5598e-5,12,12,true,false
Undecanol,-83.553,10792.0,10.617,193.28,37.256,88.277,-57670.0,-86.045,125.0,90.0,0.99999,0.99999,7.3624e-5,7.3624e-5,1.0518e-5,1.0518e-5,10,10,true,false
Dodecanol,-97.81,12096.0,12.548,207.9,38.185,104.33,-62688.0,-93.933,125.0,90.0,0.99999,0.99999,5.7179e-5,5.7179e-5,9.5298e-6,9.5298e-6,9,9,true,false
