Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
"1,2-Dimethylbenzene",-137.15,10880.0,19.15,96.132,35.806,159.22,-32643.0,-42.509,250.0,90.0,0.99863,0.99863,0.01695,0.01695,0.0014125,0.0014125,15,15,true,false
Ethylbenzene,-123.27,9897.2,17.224,89.926,36.18,143.21,-30284.0,-37.5,250.0,90.0,0.99989,0.99989,0.001179,0.001179,9.8247e-5,9.8247e-5,15,15,true,false
