Compound\T [°C] ->,59.8428571,69.9321429,80.1392857,90.2357143,100.3821429,110.52,120.6714286,130.85,140.9607143,150.9535714,160.9928571,170.95,181.05,191,200.95,211.0892857,221.2066667,231.2321429,241.325,251.2535714,261.3,271.3033333,281.3392857,291.425,301.5321429,Cat_1,Cat_2
Methyl butyrate,-0.30148651636671,-0.631557037698962,-0.93376401939399,-1.20601524890652,-1.46055977912762,-1.68736808106302,-1.91393955162325,-2.08734172656465,-2.30056219854967,-2.4476457729786,-2.63107790983752,-2.75081659423908,-2.88229595434479,-2.99061012153313,,,,,,,,,,,,FAME,saturated FAME
Methyl hexanoate,1.35333426825294,0.917179761675832,0.513099985309304,0.140290298252853,-0.201953228108326,-0.517989861700196,-0.812079405850029,-1.08252565551193,-1.33457205678642,-1.55998900897129,-1.78262163821627,-1.97551561717279,-2.15864376658834,-2.32959463814978,-2.53717498380797,-2.70619761024814,-2.85407681882708,-3.10129641687352,-3.23900629523322,-3.41622819742636,-3.65855418423404,-3.92632460792662,,,,FAME,saturated FAME
Methyl octanoate,3.00908405537459,2.47497939080549,1.98001037504343,1.52291326383606,1.10044678742557,0.705914360652311,0.341144621698369,0.004188944219532,-0.313189687965141,-0.603214618822693,-0.883665890544031,-1.13180264985248,-1.37387111890893,-1.58916612938473,-1.80714392325731,-2.0401589668229,-2.22209878988782,-2.41314077732477,-2.59920110920196,-2.78631810061425,-2.96825057316453,-3.24318950580615,-3.53788775135059,-3.83350269684032,-4.20214215529956,FAME,saturated FAME
Methyl decanoate,,,,2.90829544471648,2.4073492811822,1.94069219758288,1.50798473388293,1.10397929402294,0.725982139994887,0.375570579336196,0.048165548930854,-0.259917246052313,-0.5418318272703,-0.814749980035056,-1.06795675057963,-1.31283110221488,-1.54612779649708,-1.77782917037492,-1.97915974410319,-2.1817541353859,-2.40816949761808,-2.64199399698394,-2.90153409139933,-3.11578971766391,-3.36843003845911,FAME,saturated FAME
Methyl undecanoate,,,,,3.08151001821999,2.55741270714997,2.0898793189371,1.65450729038249,1.24682884117087,0.868415732394028,0.512758698889796,0.183171718941034,-0.125546124957998,-0.416447804038164,-0.690595955053065,-0.960036103212011,-1.1979548115187,-1.44453212894916,-1.66483457950324,-1.88826154645406,-2.10334904707437,-2.33295449303519,-2.55718882379495,-2.80548636248994,-3.04741328282178,FAME,saturated FAME
Methyl laurate,,,,,,3.17238312379983,2.67214804533871,2.20432711842226,1.7673163261655,1.36119229366261,0.98052078544967,0.624722099689043,0.291797646459047,-0.020618716953491,-0.317309320383919,-0.597173470005678,-0.86185790455935,-1.11444652217583,-1.3490672885533,-1.58093781429793,-1.80900113922991,-2.0464815532316,-2.2692802833314,-2.48666277311369,-2.75413692272258,FAME,saturated FAME
 Methyl tridecanoate,,,,,,,3.25130624497571,2.75372876089022,2.28651214532458,1.85362864029162,1.44651331138766,1.06647457854445,0.711272267206935,0.374120950008698,0.0602119009718,-0.238907625893056,-0.521482324944845,-0.786709718135457,-1.04396279394146,-1.28668262570959,-1.52142672132479,-1.76547057724926,-1.99704430439255,-2.21541368387597,-2.44828218017709,FAME,saturated FAME
Methyl myristate,,,,,,,,3.30001903232918,2.80486852575205,2.34400423889766,1.91123822741414,1.50689638351454,1.12850604326734,0.770194319835454,0.434416820030165,0.118377548102182,-0.180776699273016,-0.466606126563747,-0.734466157275329,-0.988054816358395,-1.23018707401131,-1.47370241348989,-1.70937339757928,-1.95579071608459,-2.18532582991152,FAME,saturated FAME
Methyl myristoleate,,,,,,,,3.21691144890131,2.72986471483116,2.27622013799118,1.85217524971701,1.45445644686212,1.08190298018191,0.730175494663829,0.399110577156138,0.08699210257303,-0.207694037987792,-0.487178092116581,-0.747912483292594,-1.00547073111488,-1.24140429864455,-1.48774869843796,-1.72766726936044,-1.95579071608459,-2.18532582991152,FAME,unsaturated FAME
Methyl pentadecanoate,,,,,,,,,3.3205199401045,2.83343046368624,2.37418573384927,1.94618808918407,1.5460951663626,1.16592378036336,0.810859627007311,0.475810759196569,0.157672804506624,-0.14059050233232,-0.422606199253039,-0.692342097930624,-0.953652086101306,-1.20404565354542,-1.4442965481215,-1.69508200549669,-1.93183223646694,FAME,saturated FAME
Methyl cis-10-pentadecenoate,,,,,,,,,3.24381123829843,2.7634118059261,2.31253831133474,1.89178362561104,1.49759938050689,1.12395252099405,0.772297529675657,0.441848218785177,0.130244146940524,-0.166513743726996,-0.442238533009338,-0.711721020996387,-0.962147759162895,-1.2147541311091,-1.45830064843339,-1.69508200549669,-1.93183223646694,FAME,unsaturated FAME
Methyl palmitate,,,,,,,,,,3.32015579461465,2.83707001379827,2.3846919610756,1.96130966648106,1.56089181758097,1.1859527665425,0.830835153236844,0.496713131727116,0.179395466402246,-0.11829750940404,-0.400332866578189,-0.672381050838512,-0.932931270397712,-1.18109273272608,-1.43280686327619,-1.67589461440166,FAME,saturated FAME
Methyl palmitoleate,,,,,,,,,,3.20091901440651,2.72887863342534,2.28677982786341,1.87349204196375,1.4813533936797,1.11412528813408,0.766851166115522,0.439126519256589,0.127603004919561,-0.162359698512706,-0.444280942382833,-0.710830265847977,-0.966158462187492,-1.21316959609636,-1.46042012021593,-1.69367390927317,FAME,unsaturated FAME
Methyl heptadecanoate,,,,,,,,,,,3.29654804660164,2.82100335362153,2.37496906991985,1.9537587703257,1.55777094859067,1.18634006665169,0.834203098520001,0.50161513365145,0.188712344045142,-0.10815298942602,-0.394170972453431,-0.66824157823934,-0.922737223788671,-1.18216391305213,-1.43103120549594,FAME,saturated FAME
