Methyl cis-10-heptadecanoate,,,,,,,,,,,3.18335116355311,2.71996926278123,2.28424600119272,1.8707411192558,1.48413424042993,1.11845328226484,0.773164397553988,0.448224824319475,0.13991289332794,-0.151899461523423,-0.433032266910501,-0.700209736121846,-0.95571852898504,-1.20358919636481,-1.45834902405355,FAME,unsaturated FAME
Methyl stearate,,,,,,,,,,,,3.25568661864691,2.7875968817313,2.34502507458174,1.92970937569715,1.53960080140266,1.17022656319159,0.821940731708845,0.493889876237392,0.181103125674542,-0.117225822741554,-0.399782537128191,-0.672365161324773,-0.931372057381957,-1.19065594637746,FAME,saturated FAME
trans-9-Elaidic acid methyl ester,,,,,,,,,,,,3.15983097708416,2.66954772322459,2.23909503542547,1.83426213085155,1.45253683974781,1.09142681657736,0.750967059044104,0.429526232187462,0.126181016819049,-0.169093825430319,-0.443975610461767,-0.711065439467804,-0.973181622454277,-1.2232178555108,FAME,unsaturated FAME
cis-9-Oleic acid methyl ester,,,,,,,,,,,,3.12581180266524,2.69860603833928,2.26388323806703,1.85617048243073,1.47158145464267,1.10936706791241,0.762912037231733,0.439873832591237,0.126181016819049,-0.169093825430319,-0.443975610461767,-0.711065439467804,-0.973181622454277,-1.2232178555108,FAME,unsaturated FAME
Methyl linolelaidate,,,,,,,,,,,,3.09073828046811,2.63760812929391,2.20921810172335,1.80878376999211,1.42934052839685,1.08822869089619,0.734310708946323,0.419070438432538,0.111948975177646,-0.180560773985589,-0.459151562427701,-0.724200727043422,-0.981920756684615,-1.23422394639363,FAME,unsaturated FAME
Methyl linoleate,,,,,,,,,,,,3.13655985180381,2.67775023442462,2.24210825318445,1.83577014715041,1.4517856347089,1.07208281929165,0.744958464975445,0.419070438432538,0.111948975177646,-0.180560773985589,-0.459151562427701,-0.724200727043422,-0.981920756684615,-1.23422394639363,FAME,unsaturated FAME
Methyl arachidate,,,,,,,,,,,,,3.60428143058185,3.12267291071437,2.66868470709973,2.24147481563005,1.83787087379224,1.4566901120895,1.0981874809233,0.757844473918528,0.430387517576745,0.126148222456828,-0.166548532451571,-0.451082281412184,-0.721672043519177,FAME,saturated FAME
gamma- Methyl ?-linolenate,,,,,,,,,,,,3.11176198265043,2.65733665624622,2.23070181576808,1.83073853213294,1.45253683974781,1.09356159502099,0.755458751999388,0.43573788049886,0.131830855696018,-0.157756878470948,-0.433945629781973,-0.697947116045122,-0.956327044657028,-1.2013075451554,FAME,unsaturated FAME
Methyl cis-11-eicosenoate,,,,,,,,,,,,,3.46903278878111,3.00715197548156,2.56249461370682,2.14784830524029,1.75530849946014,1.38525767915917,1.03673137716236,0.683063471007013,0.387737732693357,0.070653718804744,-0.193679481270827,-0.492630200015611,-0.755703633890574,FAME,unsaturated FAME
Alpha-Methyl linolenate,,,,,,,,,,,,3.01039374321312,2.56594089120187,2.1433209209816,1.7481287589295,1.43009091883249,1.02083309108151,0.687455895475451,0.371761635281268,0.071028985523499,-0.215772326194834,-0.485009298836659,-0.751323934875448,-1.00818675065829,-1.25687583273941,FAME,unsaturated FAME
Methyl heneicosanoate,,,,,,,,,,,,,,3.50755723092376,3.03467700784065,2.58976922307407,2.16838045200089,1.77194396714349,1.39770887885155,1.04318271712005,0.702833649272786,0.387085214891601,0.085164766833733,-0.208487364669586,-0.489982785360776,FAME,saturated FAME
"cis-11,14-Eicosadienoic acid methyl ester",,,,,,,,,,,,,3.44805482983641,2.98057236184136,2.54138018759174,2.12583452068699,1.73481629890234,1.36434383170106,1.01612324232555,0.705459752156684,0.365737025824628,0.070653718804744,-0.21341158752815,-0.492630200015611,-0.76258540141688,FAME,unsaturated FAME
Methyl behenate,,,,,,,,,,,,,,3.89136550812139,3.39994549196026,2.93661595766868,2.49916885077854,2.08549506490835,1.69691374649083,1.32796830467808,0.974090266508523,0.647562226262021,0.333491765225728,0.025207403097386,-0.263342829765686,FAME,saturated FAME
"cis-8,11,14-Eicosatrienoic acid methyl ester",,,,,,,,,,,,3.84557891574869,3.35792546794965,2.89752332346647,2.46509932868676,2.05794792851578,1.67069281495285,1.30662064949125,0.96270776363752,0.635025856800519,0.322481941289271,0.027709284848205,-0.250156808367212,-0.524932391974915,-0.790934299643375,FAME,unsaturated FAME
Methyl erucate,,,,,,,,,,,,,,3.7721543554393,3.29166248606196,2.84263273528733,2.41040779497094,2.00571905174075,1.62474643891938,1.26312273390739,0.915418753056014,0.59387350764828,0.283679162944029,-0.016743181810976,-0.302108133274102,FAME,unsaturated FAME
"cis-11,14,17-Eicosatrienoic acid methyl ester",,,,,,,,,,,,,3.46932500308557,3.00279596433607,2.56249461370682,2.14784830524029,1.75530849946014,1.38525767915917,1.03673137716236,0.683063471007013,0.387737732693357,0.070653718804744,-0.193679481270827,-0.492630200015611,-0.755703633890574,FAME,unsaturated FAME
"cis-5,8,11,14-Eicosatetraenoic acid methyl ester",,,,,,,,,,,,3.75123751034775,3.27247668517663,2.81994486232667,2.39349871302301,1.99204208310867,1.61235061682624,1.25266297049623,0.914014066333058,0.591703192458148,0.282142439970635,-0.007381602504497,-0.283835125677487,-0.558312945885798,-0.812649724139001,FAME,unsaturated FAME
Methyl tricosanoate,,,,,,,,,,,,,,,3.76251057525302,3.28112018208895,2.82662058906871,2.39737326508536,1.99343235405587,1.61071209173214,1.24432759081199,0.904816037222885,0.578615655600661,0.262918916704848,-0.037331316343342,FAME,saturated FAME
"cis-13,16-Docosadienoic acid methyl ester",,,,,,,,,,,,,,3.74528641410302,3.26974562371938,0.079230736251222,2.39230766656114,1.99106732913853,1.6120902219187,1.25127051179096,0.907679986204741,0.588524248861768,0.281263297055731,-0.020014231314123,-0.302108133274102,FAME,unsaturated FAME
Methyl lignocerate,,,,,,,,,,,,,,,,3.62386675014075,3.15337765424925,2.70779194378477,2.28942131241167,1.89210123249075,1.51214983444175,1.16100144393178,0.823281603105567,0.497159062601228,0.188148353356499,FAME,saturated FAME
"cis-5,8,11,14,17-Eicosapentaenoic acid methyl ester",,,,,,,,,,,,3.77051538299186,3.29127888188579,2.84013944945368,2.41371920236647,2.03869914263531,1.63175397193941,1.27246940033422,0.934268741555058,0.610975431237236,0.301338484483629,0.0151250359201,-0.258421253608484,-0.535979460503065,-0.783687411556999,FAME,unsaturated FAME
Methyl nervonate,,,,,,,,,,,,,,,,3.52502556839839,3.063299839307,2.6262842929128,2.21490255178707,1.82572879207499,1.45237808013802,1.10711310885669,0.775326870636884,0.452844551474118,0.149740894721068,FAME,unsaturated FAME
"cis-4,7,10,13,16,19-Docosahexaenoic acid methyl ester",,,,,,,,,,,,,,3.52425939815586,3.06658656251454,2.63453143731489,2.22547734818591,1.8393786149843,1.47512662846082,1.12858036280586,0.796849838740301,0.488957071704312,0.191988053061682,-0.099037306095343,-0.370255793837999,FAME,unsaturated FAME
