Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
Benzene,28.8,1668.2,-5.0144,55.14,32.517,-41.692,-29011.0,-48.006,125.0,90.0,0.99964,0.99964,0.0063454,0.0063454,0.00052878,0.00052878,15,15,true,false
Ethylbenzene,-16.195,4759.1,1.4175,104.16,33.701,11.786,-35289.0,-53.392,125.0,90.0,0.99967,0.99967,0.010793,0.010793,0.00077095,0.00077095,17,17,true,false
Toluene,4.6971,3319.0,-1.567,82.388,32.612,-13.029,-32327.0,-50.775,125.0,90.0,0.99966,0.99966,0.0084099,0.0084099,0.00064692,0.00064692,16,16,true,false
o-Xylene,-14.766,4818.4,1.1852,111.07,33.836,9.8542,-36484.0,-54.826,125.0,90.0,0.99986,0.99986,0.0049123,0.0049123,0.00035088,0.00035088,17,17,true,false
m-Xylene,-14.621,4759.8,1.16,105.74,33.229,9.6444,-36073.0,-55.071,125.0,90.0,0.99983,0.99983,0.0058545,0.0058545,0.00041818,0.00041818,17,17,true,false
p-Xylene,-12.438,4636.2,0.84746,105.81,33.281,7.0462,-35989.0,-54.829,125.0,90.0,0.99986,0.99986,0.0046758,0.0046758,0.00033399,0.00033399,17,17,true,false
