Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
PCB 28,-95.844,12870.0,12.223,269.83,47.3,101.63,-70100.0,-96.18,125.0,90.0,0.99964,0.99964,0.0041051,0.0041051,0.00045612,0.00045612,12,12,true,false
PCB 52,-108.61,14057.0,13.925,276.1,47.072,115.78,-74832.0,-104.77,125.0,90.0,0.99999,0.99999,6.5045e-5,6.5045e-5,7.2273e-6,7.2273e-6,12,12,true,false
PCB 101,-107.97,14579.0,13.738,294.79,47.596,114.22,-79739.0,-110.15,125.0,90.0,1.0,1.0,5.1731e-5,5.1731e-5,5.7479e-6,5.7479e-6,12,12,true,false
PCB 138,-107.39,15187.0,13.561,318.7,48.915,112.75,-85325.0,-115.53,125.0,90.0,1.0,1.0,4.0017e-5,4.0017e-5,5.0021e-6,5.0021e-6,11,11,true,false
PCB 153,-108.22,15138.0,13.683,312.2,48.061,113.77,-84553.0,-115.43,125.0,90.0,1.0,1.0,5.0802e-5,5.0802e-5,6.3503e-6,6.3503e-6,11,11,true,false
PCB 180,-120.53,16582.0,15.293,332.05,49.986,127.15,-91699.0,-125.46,125.0,90.0,0.99984,0.99984,0.0017502,0.0017502,0.00025003,0.00025003,10,10,true,false
