Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS,Cat_1
Benzene,-89.385,6785.7,12.745,40.227,35.178,105.97,-17936.0,-12.538,250.0,90.0,0.999,0.999,0.0034721,0.0034721,0.00028934,0.00028934,15,15,true,false,BTEX
Ethylbenzene,-123.27,9897.2,17.224,89.926,36.18,143.21,-30284.0,-37.5,250.0,90.0,0.99989,0.99989,0.001179,0.001179,9.8247e-5,9.8247e-5,15,15,true,false,BTEX
Toluene,-131.2,9759.8,18.539,68.487,34.066,154.14,-25170.0,-28.061,250.0,90.0,0.99986,0.99986,0.00091252,0.00091252,7.6043e-5,7.6043e-5,15,15,true,false,BTEX
o-Xylene,-137.15,10880.0,19.15,96.132,35.806,159.22,-32643.0,-42.509,250.0,90.0,0.99863,0.99863,0.01695,0.01695,0.0014125,0.0014125,15,15,true,false,BTEX
m-Xylene,-114.57,9485.6,15.951,92.231,36.504,132.63,-30704.0,-38.128,250.0,90.0,0.99841,0.99841,0.018194,0.018194,0.0015162,0.0015162,15,15,true,false,BTEX
p-Xylene,-116.3,9587.6,16.198,92.27,36.398,134.67,-30809.0,-38.406,250.0,90.0,0.99842,0.99842,0.01818,0.01818,0.001515,0.001515,15,15,true,false,BTEX
