Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
Propiophenone,-65.225,8601.7,8.2885,164.74,38.564,68.914,-46492.0,-67.163,125.0,90.0,1.0,1.0,8.0004e-5,8.0004e-5,8.0004e-6,8.0004e-6,13,13,true,false
Butyrophenone,-67.387,9101.8,8.5198,179.18,38.985,70.837,-49952.0,-71.878,125.0,90.0,1.0,1.0,5.7697e-5,5.7697e-5,6.4107e-6,6.4107e-6,12,12,true,false
Valerophenone,-72.815,9861.0,9.2023,195.13,39.499,76.512,-54203.0,-77.881,125.0,90.0,0.99999,0.99999,8.3524e-5,8.3524e-5,1.0441e-5,1.0441e-5,11,11,true,false
Hexanophenone,-78.949,10671.0,9.9819,210.01,39.917,82.994,-58585.0,-84.192,125.0,90.0,0.99999,0.99999,8.2712e-5,8.2712e-5,1.3785e-5,1.3785e-5,9,9,true,false
Heptanophenone,-95.076,12099.0,12.172,224.31,40.947,101.2,-63843.0,-92.717,125.0,90.0,0.99999,0.99999,2.6549e-5,2.6549e-5,5.3099e-6,5.3099e-6,8,8,true,false
Octanophenone,-107.69,13312.0,13.866,238.12,42.007,115.29,-68815.0,-100.49,125.0,90.0,0.99999,0.99999,3.289e-5,3.289e-5,8.2225e-6,8.2225e-6,7,7,true,false
