Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHref,DeltaSref,beta0,Tref,R²_ABC,R²_Kcentric,χ²_ABC,χ²_Kcentric,χ̄²_ABC,χ̄²_Kcentric,n_ABC,n_Kcentric,approx_equal,WLS
4-Methyl-2-pentanone,-64.921,6837.5,8.559,74.484,31.291,71.164,-31007.0,-49.118,125.0,90.0,0.99987,0.99987,0.0010876,0.0010876,0.00012084,0.00012084,12,12,true,false
2-Hexanone,-61.663,6890.0,8.0401,85.96,32.218,66.849,-33010.0,-51.782,125.0,90.0,0.99995,0.99995,0.00078958,0.00078958,6.5799e-5,6.5799e-5,15,15,true,false
2-Decanone,-76.481,9568.9,9.7777,165.11,36.352,81.296,-50037.0,-75.378,125.0,90.0,0.99999,0.99999,0.00010304,0.00010304,1.0304e-5,1.0304e-5,13,13,true,false
2-Undecanone,-77.399,10062.0,9.8199,181.4,36.906,81.647,-54012.0,-80.591,125.0,90.0,1.0,1.0,5.1973e-5,5.1973e-5,6.4966e-6,6.4966e-6,11,11,true,false
2-Dodecanone,-81.945,10779.0,10.374,196.52,37.348,86.257,-58294.0,-86.597,125.0,90.0,1.0,1.0,4.3436e-5,4.3436e-5,6.2052e-6,6.2052e-6,10,10,true,false
2-Tridecanone,-183.64,17562.0,24.621,212.1,41.937,204.71,-71679.0,-115.4,125.0,90.0,0.99957,0.99957,0.003613,0.003613,0.00060216,0.00060216,9,9,true,false
2-Pentadecanone,-114.43,14073.0,14.705,237.31,39.681,122.27,-72609.0,-108.44,125.0,90.0,1.0,1.0,6.5555e-6,6.5555e-6,1.6389e-6,1.6389e-6,7,7,true,false
