Name,A,B,C,Tchar,thetachar,DeltaCp,DeltaHchar,DeltaSchar,DeltaHref,DeltaSref,Tref,beta0,lambertw_x,Cat_1
dodecane,-171.14,13936.0,23.71,135.74,39.42,197.14,-35264.0,-40.335,-44280.0,-63.72,90.0,250.0,-0.34144,alkane
1-dodecanol,-151.29,14783.0,20.356,192.26,40.799,169.25,-44143.0,-48.939,-61450.0,-90.93,90.0,250.0,-0.32777,alcohol
2-dodecanone,-150.73,14433.0,20.35,182.53,40.24,169.2,-42904.0,-48.246,-58560.0,-86.65,90.0,250.0,-0.32823,ketone
